Atom ID 0, Charge -0.02093157427740877
Atom ID 1, Charge -0.016809971121406697
Atom ID 2, Charge -0.016810002217720665
Atom ID 3, Charge -0.029433826343014502
Atom ID 4, Charge -0.12314144105545388
Atom ID 5, Charge -0.12314144144266326
Atom ID 6, Charge -0.020931572181481783
Atom ID 7, Charge -0.016809983561871356
Atom ID 8, Charge -0.01680998229993147
Atom ID 9, Charge -0.02943383097494312
Atom ID 10, Charge -0.12314144198793286
Atom ID 11, Charge -0.12314144031627805
Atom ID 12, Charge -0.020163046580054633
Atom ID 13, Charge -0.027075933802256813
Atom ID 14, Charge -0.026701398519322517
Atom ID 15, Charge -0.09952994920032143
Atom ID 16, Charge -0.026958738171866337
Atom ID 17, Charge -0.027678845076201775
Atom ID 18, Charge -0.020163042393417818
Atom ID 19, Charge -0.027075918756075623
Atom ID 20, Charge -0.026701408696157003
Atom ID 21, Charge -0.09952994828830253
Atom ID 22, Charge -0.02695875036079798
Atom ID 23, Charge -0.027678841045414515
Atom ID 24, Charge -0.020163047564085268
Atom ID 25, Charge -0.02670141240662094
Atom ID 26, Charge -0.027075924985296318
Atom ID 27, Charge -0.09952998128900603
Atom ID 28, Charge -0.027678841113461417
Atom ID 29, Charge -0.026958756841350073
Atom ID 30, Charge -0.02016305299418608
Atom ID 31, Charge -0.026701404721660715
Atom ID 32, Charge -0.02707593300902289
Atom ID 33, Charge -0.09952996394208391
Atom ID 34, Charge -0.027678849588055776
Atom ID 35, Charge -0.026958742833556038
Atom ID 36, Charge -0.019871348159448132
Atom ID 37, Charge -0.016680849854882496
Atom ID 38, Charge -0.01668084218631538
Atom ID 39, Charge -0.030709786156783103
Atom ID 40, Charge -0.12335679188962612
Atom ID 41, Charge -0.12335678262355376
Atom ID 42, Charge -0.019871343901765037
Atom ID 43, Charge -0.016680856159346114
Atom ID 44, Charge -0.01668082671571014
Atom ID 45, Charge -0.030709796432669023
Atom ID 46, Charge -0.12335677709738135
Atom ID 47, Charge -0.12335678943817463
Atom ID 48, Charge -0.031228175147338888
Atom ID 49, Charge -0.028238850304108887
Atom ID 50, Charge -0.02823880554981617
Atom ID 51, Charge -0.02382447061948767
Atom ID 52, Charge -0.027056680224046836
Atom ID 53, Charge -0.027056706878400227
Atom ID 54, Charge -0.031228169982574272
Atom ID 55, Charge -0.028238848036349573
Atom ID 56, Charge -0.028238811260370866
Atom ID 57, Charge -0.02382447064522175
Atom ID 58, Charge -0.02705667797651401
Atom ID 59, Charge -0.027056706104131578
Atom ID 60, Charge -0.03033185865483201
Atom ID 61, Charge -0.025758316900512668
Atom ID 62, Charge -0.01136342890626274
Atom ID 63, Charge -0.029295550439379703
Atom ID 64, Charge -0.028763288394341835
Atom ID 65, Charge -0.026417141379839748
Atom ID 66, Charge -0.030331811843865353
Atom ID 67, Charge -0.02575831469165024
Atom ID 68, Charge -0.01136341283070852
Atom ID 69, Charge -0.029295556641804943
Atom ID 70, Charge -0.028763279479091963
Atom ID 71, Charge -0.026417123114724994
Atom ID 72, Charge -0.030331683342837756
Atom ID 73, Charge -0.011363331981889324
Atom ID 74, Charge -0.025758264546403176
Atom ID 75, Charge -0.029295602715997404
Atom ID 76, Charge -0.026417077074706974
Atom ID 77, Charge -0.028763246663536357
Atom ID 78, Charge -0.03033173665592237
Atom ID 79, Charge -0.01136334998689037
Atom ID 80, Charge -0.025758266871354074
Atom ID 81, Charge -0.029295585770644728
Atom ID 82, Charge -0.026417097397113842
Atom ID 83, Charge -0.028763254727476095
Atom ID 84, Charge -0.02913986652622924
Atom ID 85, Charge -0.026874999810924116
Atom ID 86, Charge -0.026875051831392938
Atom ID 87, Charge -0.005719605186087051
Atom ID 88, Charge -0.024565309266813884
Atom ID 89, Charge -0.02456525382303809
Atom ID 90, Charge -0.029139861844301507
Atom ID 91, Charge -0.02687501027468464
Atom ID 92, Charge -0.026875042512627623
Atom ID 93, Charge -0.005719607811400351
Atom ID 94, Charge -0.0245652908064784
Atom ID 95, Charge -0.02456526609052645
Atom ID 96, Charge -0.002729765429375419
Atom ID 97, Charge -0.020475410749041245
Atom ID 98, Charge -0.020475037827335285
Atom ID 99, Charge 0.012656015594075143
Atom ID 100, Charge 0.0008609201093321417
Atom ID 101, Charge 0.0008610098897863239
Atom ID 102, Charge -0.0027297868022060356
Atom ID 103, Charge -0.02047537556618284
Atom ID 104, Charge -0.020475094259226445
Atom ID 105, Charge 0.012656002184693094
Atom ID 106, Charge 0.0008609404821271482
Atom ID 107, Charge 0.0008609844853015858
Atom ID 108, Charge -0.059144485646588585
Atom ID 109, Charge -0.04381025150616846
Atom ID 110, Charge -0.04225574009540711
Atom ID 111, Charge -0.011484043170646885
Atom ID 112, Charge -0.006787030211460099
Atom ID 113, Charge -0.008057481086749974
Atom ID 114, Charge -0.05914528140508768
Atom ID 115, Charge -0.04381098169226405
Atom ID 116, Charge -0.042255991939321724
Atom ID 117, Charge -0.011484001245587905
Atom ID 118, Charge -0.0067872560445021435
Atom ID 119, Charge -0.00805752956341621
Atom ID 120, Charge -0.05914965120058557
Atom ID 121, Charge -0.04225808076430404
Atom ID 122, Charge -0.04381388365548311
Atom ID 123, Charge -0.011483905199443534
Atom ID 124, Charge -0.008058601878271787
Atom ID 125, Charge -0.006788625064380938
Atom ID 126, Charge -0.0591487637186896
Atom ID 127, Charge -0.04225783179051046
Atom ID 128, Charge -0.04381304550546705
Atom ID 129, Charge -0.011483941720230817
Atom ID 130, Charge -0.008058561487667149
Atom ID 131, Charge -0.006788410893777019
Atom ID 132, Charge -0.017576507088743476
Atom ID 133, Charge -0.021243651434836863
Atom ID 134, Charge -0.021243909223272794
Atom ID 135, Charge 0.01454514099786941
Atom ID 136, Charge -0.014314689764946209
Atom ID 137, Charge -0.01431471966530129
Atom ID 138, Charge -0.017576515838946705
Atom ID 139, Charge -0.021243652172436178
Atom ID 140, Charge -0.021243916177835054
Atom ID 141, Charge 0.014545138098309707
Atom ID 142, Charge -0.014314691143721525
Atom ID 143, Charge -0.014314719458056402
Atom ID 144, Charge 0.03948277475250972
Atom ID 145, Charge 0.03947799384417827
Atom ID 146, Charge 0.2407792191235245
Atom ID 147, Charge 0.01157965480374179
Atom ID 148, Charge 0.011579650871411329
Atom ID 149, Charge 0.011579642679382718
Atom ID 150, Charge 0.011579658000673843
Atom ID 151, Charge 0.027185073487722256
Atom ID 152, Charge 0.027185062263025417
Atom ID 153, Charge 0.027185056052981604
Atom ID 154, Charge 0.027185064378379864
Atom ID 155, Charge 0.011646162848976571
Atom ID 156, Charge 0.011646159891999464
Atom ID 157, Charge 0.011646172519847564
Atom ID 158, Charge 0.011646164268886205
Atom ID 159, Charge 0.08164010548348188
Atom ID 160, Charge 0.07112507316054328
Atom ID 161, Charge 0.06754973352733684
Atom ID 162, Charge 0.08164090790960532
