Atom ID 0, Charge -0.020328109393510374
Atom ID 1, Charge -0.01649387229567001
Atom ID 2, Charge -0.01649351317764758
Atom ID 3, Charge -0.03034348917460772
Atom ID 4, Charge -0.12341127737571878
Atom ID 5, Charge -0.1234109908236336
Atom ID 6, Charge -0.02032802969212444
Atom ID 7, Charge -0.016493487051786104
Atom ID 8, Charge -0.016493826705325176
Atom ID 9, Charge -0.03034349197497832
Atom ID 10, Charge -0.123410877055111
Atom ID 11, Charge -0.12341120814446782
Atom ID 12, Charge -0.02113822189554959
Atom ID 13, Charge -0.02662978907605318
Atom ID 14, Charge -0.026627060696526428
Atom ID 15, Charge -0.10136863719173395
Atom ID 16, Charge -0.026739636484654383
Atom ID 17, Charge -0.026740780280835708
Atom ID 18, Charge -0.02113838528587575
Atom ID 19, Charge -0.02662984228389753
Atom ID 20, Charge -0.026627032003311513
Atom ID 21, Charge -0.10136806650255537
Atom ID 22, Charge -0.026739646757476976
Atom ID 23, Charge -0.026740811585774793
Atom ID 24, Charge -0.02113838615457908
Atom ID 25, Charge -0.026627032315420074
Atom ID 26, Charge -0.026629860743521583
Atom ID 27, Charge -0.10136808414495402
Atom ID 28, Charge -0.026740823029443916
Atom ID 29, Charge -0.026739639074290444
Atom ID 30, Charge -0.021138223045924498
Atom ID 31, Charge -0.02662708064619057
Atom ID 32, Charge -0.026629770829759813
Atom ID 33, Charge -0.1013686228368158
Atom ID 34, Charge -0.026740794572366333
Atom ID 35, Charge -0.026739638642879093
Atom ID 36, Charge -0.020325092504544173
Atom ID 37, Charge -0.01649592866028904
Atom ID 38, Charge -0.01649613972462216
Atom ID 39, Charge -0.030343706082655686
Atom ID 40, Charge -0.12341137864866703
Atom ID 41, Charge -0.12341163880017003
Atom ID 42, Charge -0.020325139251660573
Atom ID 43, Charge -0.016496171359696277
Atom ID 44, Charge -0.016495926166393282
Atom ID 45, Charge -0.030343710680178937
Atom ID 46, Charge -0.12341165739592519
Atom ID 47, Charge -0.12341146124405622
Atom ID 48, Charge -0.031174395747607164
Atom ID 49, Charge -0.028733844892001592
Atom ID 50, Charge -0.028733606163672043
Atom ID 51, Charge -0.02512708212336534
Atom ID 52, Charge -0.02614248633627181
Atom ID 53, Charge -0.026142423482587773
Atom ID 54, Charge -0.031174359746030333
Atom ID 55, Charge -0.028733603099789562
Atom ID 56, Charge -0.028733804325007384
Atom ID 57, Charge -0.02512706869689829
Atom ID 58, Charge -0.026142358402122312
Atom ID 59, Charge -0.026142478617676268
Atom ID 60, Charge -0.03207696245967906
Atom ID 61, Charge -0.026398098377409696
Atom ID 62, Charge -0.026380756983916953
Atom ID 63, Charge -0.029216923674196593
Atom ID 64, Charge -0.029469686675660967
Atom ID 65, Charge -0.02946653753745565
Atom ID 66, Charge -0.0320772878716058
Atom ID 67, Charge -0.02639823126093077
Atom ID 68, Charge -0.026380997539331652
Atom ID 69, Charge -0.02921659929513254
Atom ID 70, Charge -0.02946969111747144
Atom ID 71, Charge -0.029466575211603008
Atom ID 72, Charge -0.032077270739188535
Atom ID 73, Charge -0.02638090459876352
Atom ID 74, Charge -0.02639827422948482
Atom ID 75, Charge -0.02921660310085894
Atom ID 76, Charge -0.029466574615421237
Atom ID 77, Charge -0.02946967154021074
Atom ID 78, Charge -0.03207696024208495
Atom ID 79, Charge -0.0263807970812735
Atom ID 80, Charge -0.02639807601103783
Atom ID 81, Charge -0.02921693702465955
Atom ID 82, Charge -0.02946655991365965
Atom ID 83, Charge -0.02946965815971314
Atom ID 84, Charge -0.031180147765404342
Atom ID 85, Charge -0.028734728250966235
Atom ID 86, Charge -0.02873494948173061
Atom ID 87, Charge -0.02511637637075026
Atom ID 88, Charge -0.026140516134100622
Atom ID 89, Charge -0.026140628843866587
Atom ID 90, Charge -0.031180222438679905
Atom ID 91, Charge -0.028734997298588638
Atom ID 92, Charge -0.0287347425875506
Atom ID 93, Charge -0.025116396019596365
Atom ID 94, Charge -0.026140662688399097
Atom ID 95, Charge -0.02614058948090925
Atom ID 96, Charge -0.021908583270315418
Atom ID 97, Charge -0.023465876540192276
Atom ID 98, Charge -0.02346568492499923
Atom ID 99, Charge 0.00487133176426191
Atom ID 100, Charge -0.016234335032921265
Atom ID 101, Charge -0.016234278678625813
Atom ID 102, Charge -0.021908541815266247
Atom ID 103, Charge -0.023465714074546007
Atom ID 104, Charge -0.02346579665115911
Atom ID 105, Charge 0.004871373811815793
Atom ID 106, Charge -0.016234283739681388
Atom ID 107, Charge -0.016234270744187818
Atom ID 108, Charge -0.09213562966964162
Atom ID 109, Charge -0.07933066713096437
Atom ID 110, Charge -0.07980990774111785
Atom ID 111, Charge -0.016026234592295907
Atom ID 112, Charge -0.01683763346525957
Atom ID 113, Charge -0.01690972712381278
Atom ID 114, Charge -0.09213694123142258
Atom ID 115, Charge -0.07933141660209042
Atom ID 116, Charge -0.07981052445205172
Atom ID 117, Charge -0.0160260582966103
Atom ID 118, Charge -0.016838048161689656
Atom ID 119, Charge -0.016909950107109495
Atom ID 120, Charge -0.09213768001389333
Atom ID 121, Charge -0.07981092053119898
Atom ID 122, Charge -0.07933192431859126
Atom ID 123, Charge -0.016026043571069515
Atom ID 124, Charge -0.016910159926670332
Atom ID 125, Charge -0.016838291161874075
Atom ID 126, Charge -0.09213634135026005
Atom ID 127, Charge -0.07981041404319189
Atom ID 128, Charge -0.07933096624439795
Atom ID 129, Charge -0.016026217266750464
Atom ID 130, Charge -0.016909958771496925
Atom ID 131, Charge -0.01683782189996208
Atom ID 132, Charge -0.021960735667619247
Atom ID 133, Charge -0.023490209769563286
Atom ID 134, Charge -0.023490310682722004
Atom ID 135, Charge 0.004695994589804187
Atom ID 136, Charge -0.016245645562875666
Atom ID 137, Charge -0.016245655480098264
Atom ID 138, Charge -0.021960760654643252
Atom ID 139, Charge -0.023490268672218484
Atom ID 140, Charge -0.023490259670497338
Atom ID 141, Charge 0.004695969386201426
Atom ID 142, Charge -0.016245690084486952
Atom ID 143, Charge -0.016245638732175216
Atom ID 144, Charge 0.03794657801465906
Atom ID 145, Charge 0.03794603945347852
Atom ID 146, Charge 0.23983806542827857
Atom ID 147, Charge 0.011186366403064807
Atom ID 148, Charge 0.011186536800185554
Atom ID 149, Charge 0.011186595384337306
Atom ID 150, Charge 0.011186416128354804
Atom ID 151, Charge 0.026068301317639597
Atom ID 152, Charge 0.026068651390376507
Atom ID 153, Charge 0.026068644123098617
Atom ID 154, Charge 0.0260683114439475
Atom ID 155, Charge 0.011186518892150499
Atom ID 156, Charge 0.011186353736260424
Atom ID 157, Charge 0.011186322748782396
Atom ID 158, Charge 0.011186480609704952
Atom ID 159, Charge 0.0552228090532596
Atom ID 160, Charge 0.04058517795893546
Atom ID 161, Charge 0.04037788656055885
Atom ID 162, Charge 0.05522494544952172
Atom ID 163, Charge 0.04061190946169446
Atom ID 164, Charge 0.0403768739672683
Atom ID 165, Charge 0.055224037176899055
Atom ID 166, Charge 0.040376528664365696
Atom ID 167, Charge 0.0406101256355742
Atom ID 168, Charge 0.05522155733271794
Atom ID 169, Charge 0.040377481385914016
Atom ID 170, Charge 0.04058450653404899
Atom ID 171, Charge 0.07602566053207804
Atom ID 172, Charge 0.06688040038280607
Atom ID 173, Charge 0.07594762693280654
Atom ID 174, Charge 0.06686786604842143
Atom ID 175, Charge 0.21050334600432574
Atom ID 176, Charge 0.21050325126490055
Atom ID 177, Charge 0.16263787386316686
Atom ID 178, Charge 0.1626377909343213
Atom ID 179, Charge 0.1626378684966081
Atom ID 180, Charge 0.16263778993263722
Atom ID 181, Charge 0.21050560259537487
Atom ID 182, Charge 0.21050531181068033
Atom ID 183, Charge 0.172183913295882
Atom ID 184, Charge 0.17218386337699698
Atom ID 185, Charge 0.17204154264463423
Atom ID 186, Charge 0.1720415208831403
Atom ID 187, Charge 0.17204154576245356
Atom ID 188, Charge 0.17204152663998817
Atom ID 189, Charge 0.17218379513311177
Atom ID 190, Charge 0.17218374749200693
Atom ID 191, Charge 0.17604952346952807
Atom ID 192, Charge 0.1689866342380273
Atom ID 193, Charge 0.16897160513969434
Atom ID 194, Charge 0.16898643607501151
Atom ID 195, Charge 0.16897142807434173
Atom ID 196, Charge 0.17603649941416188
Atom ID 197, Charge 0.17603630716580776
Atom ID 198, Charge 0.17605175970403142
Atom ID 199, Charge -0.2900550606740495
Atom ID 200, Charge -0.0833543644130863
Atom ID 201, Charge -0.08348609346939462
