Atom ID 0, Charge -0.020292421441193476
Atom ID 1, Charge -0.016538649040901632
Atom ID 2, Charge -0.01653866342540944
Atom ID 3, Charge -0.030279410203039703
Atom ID 4, Charge -0.12344909707371254
Atom ID 5, Charge -0.12344909573235086
Atom ID 6, Charge -0.020292438631304144
Atom ID 7, Charge -0.01653866108140445
Atom ID 8, Charge -0.01653865253263831
Atom ID 9, Charge -0.03027936971687417
Atom ID 10, Charge -0.12344910372920559
Atom ID 11, Charge -0.12344909587325326
Atom ID 12, Charge -0.02087449348804782
Atom ID 13, Charge -0.026793871748608034
Atom ID 14, Charge -0.026791442588578462
Atom ID 15, Charge -0.1009797452020127
Atom ID 16, Charge -0.026740074667353397
Atom ID 17, Charge -0.026741090770643794
Atom ID 18, Charge -0.020874520300815824
Atom ID 19, Charge -0.026793880265066683
Atom ID 20, Charge -0.02679144446071291
Atom ID 21, Charge -0.1009797436531148
Atom ID 22, Charge -0.026740093418820443
Atom ID 23, Charge -0.02674105843555097
Atom ID 24, Charge -0.020874518210564297
Atom ID 25, Charge -0.02679145271796468
Atom ID 26, Charge -0.02679389584930103
Atom ID 27, Charge -0.10097973917014791
Atom ID 28, Charge -0.026741050608303674
Atom ID 29, Charge -0.026740097889307535
Atom ID 30, Charge -0.02087448947535897
Atom ID 31, Charge -0.026791441179364384
Atom ID 32, Charge -0.02679385796417666
Atom ID 33, Charge -0.10097976390142982
Atom ID 34, Charge -0.026741083408658994
Atom ID 35, Charge -0.02674007656170385
Atom ID 36, Charge -0.020290098716802873
Atom ID 37, Charge -0.0165403473705803
Atom ID 38, Charge -0.016540391728547377
Atom ID 39, Charge -0.030279430489236425
Atom ID 40, Charge -0.12344929707951646
Atom ID 41, Charge -0.12344929701865937
Atom ID 42, Charge -0.02029010900416406
Atom ID 43, Charge -0.01654039549638142
Atom ID 44, Charge -0.016540344454205602
Atom ID 45, Charge -0.030279415189041536
Atom ID 46, Charge -0.12344930112628028
Atom ID 47, Charge -0.1234493001137702
Atom ID 48, Charge -0.031117813695846763
Atom ID 49, Charge -0.02869666760573697
Atom ID 50, Charge -0.028696624296115303
Atom ID 51, Charge -0.0246339239695077
Atom ID 52, Charge -0.02619075720840236
Atom ID 53, Charge -0.02619078822861276
Atom ID 54, Charge -0.03111781488497023
Atom ID 55, Charge -0.02869663598787575
Atom ID 56, Charge -0.028696657637500955
Atom ID 57, Charge -0.024633910285851712
Atom ID 58, Charge -0.026190791866626206
Atom ID 59, Charge -0.026190758570418637
Atom ID 60, Charge -0.032109504949081824
Atom ID 61, Charge -0.02643995470165006
Atom ID 62, Charge -0.026423699034324066
Atom ID 63, Charge -0.029176983014296276
Atom ID 64, Charge -0.029313442565325865
Atom ID 65, Charge -0.029310548256447078
Atom ID 66, Charge -0.03210945994296921
Atom ID 67, Charge -0.026439929627482428
Atom ID 68, Charge -0.02642367997032924
Atom ID 69, Charge -0.02917694356441647
Atom ID 70, Charge -0.02931336436114318
Atom ID 71, Charge -0.0293105027890741
Atom ID 72, Charge -0.032109446866582125
Atom ID 73, Charge -0.026423677147724867
Atom ID 74, Charge -0.02643991726358319
Atom ID 75, Charge -0.02917694573294849
Atom ID 76, Charge -0.02931049544957709
Atom ID 77, Charge -0.029313361213109346
Atom ID 78, Charge -0.03210945231055007
Atom ID 79, Charge -0.026423668946288004
Atom ID 80, Charge -0.026439928266682955
Atom ID 81, Charge -0.029177009006121857
Atom ID 82, Charge -0.029310524588386677
Atom ID 83, Charge -0.029313413843764735
Atom ID 84, Charge -0.03112279223521508
Atom ID 85, Charge -0.028697925550719816
Atom ID 86, Charge -0.028698003541006933
Atom ID 87, Charge -0.024625771001936414
Atom ID 88, Charge -0.026188916154118225
Atom ID 89, Charge -0.02618893083712681
Atom ID 90, Charge -0.031122820692018216
Atom ID 91, Charge -0.028697998385455392
Atom ID 92, Charge -0.028697933423964983
Atom ID 93, Charge -0.024625748319683893
Atom ID 94, Charge -0.026188956843403943
Atom ID 95, Charge -0.026188919443769443
Atom ID 96, Charge -0.020537012064354876
Atom ID 97, Charge -0.022671047584255533
Atom ID 98, Charge -0.02267092703960394
Atom ID 99, Charge 0.007345708991524091
Atom ID 100, Charge -0.01571651379764738
Atom ID 101, Charge -0.015716476942904123
Atom ID 102, Charge -0.02053704162445058
Atom ID 103, Charge -0.02267102339742255
Atom ID 104, Charge -0.02267098540172796
Atom ID 105, Charge 0.007345737191141843
Atom ID 106, Charge -0.015716478799858713
Atom ID 107, Charge -0.015716518277015368
Atom ID 108, Charge -0.08456972994849377
Atom ID 109, Charge -0.07050025143526639
Atom ID 110, Charge -0.07092310711774097
Atom ID 111, Charge -0.015230593264946357
Atom ID 112, Charge -0.01458978966808644
Atom ID 113, Charge -0.014652973710994388
Atom ID 114, Charge -0.0845706122156642
Atom ID 115, Charge -0.07050063336427481
Atom ID 116, Charge -0.07092343921019051
Atom ID 117, Charge -0.015230605385228024
Atom ID 118, Charge -0.01459002497103512
Atom ID 119, Charge -0.014653017639686183
Atom ID 120, Charge -0.08457174057136285
Atom ID 121, Charge -0.07092400401214771
Atom ID 122, Charge -0.07050134359620852
Atom ID 123, Charge -0.015230536983475318
Atom ID 124, Charge -0.014653324043160332
Atom ID 125, Charge -0.014590354035095565
Atom ID 126, Charge -0.08457073634536716
Atom ID 127, Charge -0.0709236573859986
Atom ID 128, Charge -0.07050091117080637
Atom ID 129, Charge -0.015230606034103644
Atom ID 130, Charge -0.014653275439434843
Atom ID 131, Charge -0.014590112148152201
Atom ID 132, Charge -0.020581515771832315
Atom ID 133, Charge -0.02269302234082371
Atom ID 134, Charge -0.02269320723269974
Atom ID 135, Charge 0.007191756406772498
Atom ID 136, Charge -0.01572608851408308
