Atom ID 0, Charge -0.03202774454154067
Atom ID 1, Charge -0.09833320984553229
Atom ID 2, Charge -0.021802887443501007
Atom ID 3, Charge -0.021802901849194534
Atom ID 4, Charge -0.09818712657164141
Atom ID 5, Charge -0.03202774216685089
Atom ID 6, Charge -0.03202773133500614
Atom ID 7, Charge -0.09833319422954911
Atom ID 8, Charge -0.02180291211451646
Atom ID 9, Charge -0.021802879877793835
Atom ID 10, Charge -0.09818711740991581
Atom ID 11, Charge -0.03202775504992683
Atom ID 12, Charge -0.03144405623325763
Atom ID 13, Charge -0.09826544831146133
Atom ID 14, Charge -0.021801880305057253
Atom ID 15, Charge -0.022253371330386962
Atom ID 16, Charge -0.09826546669017322
Atom ID 17, Charge -0.03231724185837681
Atom ID 18, Charge -0.03144406721298676
Atom ID 19, Charge -0.09826545311435275
Atom ID 20, Charge -0.02180184012598918
Atom ID 21, Charge -0.022253353234739315
Atom ID 22, Charge -0.098265464117266
Atom ID 23, Charge -0.03231723862008984
Atom ID 24, Charge -0.0323172442262365
Atom ID 25, Charge -0.09818713092071452
Atom ID 26, Charge -0.022253353961924738
Atom ID 27, Charge -0.02180184426267573
Atom ID 28, Charge -0.09833319371959437
Atom ID 29, Charge -0.03144406425048274
Atom ID 30, Charge -0.03231724756539123
Atom ID 31, Charge -0.09818714300157794
Atom ID 32, Charge -0.02225336917788301
Atom ID 33, Charge -0.021801884269544658
Atom ID 34, Charge -0.09833321026898911
Atom ID 35, Charge -0.03144405106589332
Atom ID 36, Charge -0.02671069507268964
Atom ID 37, Charge -0.028872698839080613
Atom ID 38, Charge -0.027559155202308006
Atom ID 39, Charge -0.01323947368826417
Atom ID 40, Charge -0.02887265746831602
Atom ID 41, Charge -0.02657302394302885
Atom ID 42, Charge -0.026710724856471302
Atom ID 43, Charge -0.02887266918327036
Atom ID 44, Charge -0.02755912876598643
Atom ID 45, Charge -0.01323948286533394
Atom ID 46, Charge -0.02887268441998181
Atom ID 47, Charge -0.026573038300944596
Atom ID 48, Charge -0.026573028742577165
Atom ID 49, Charge -0.030490872510520184
Atom ID 50, Charge -0.013239507023876662
Atom ID 51, Charge -0.0275591497911174
Atom ID 52, Charge -0.03035652111632281
Atom ID 53, Charge -0.02671071169746142
Atom ID 54, Charge -0.02657301392245337
Atom ID 55, Charge -0.030490910646489233
Atom ID 56, Charge -0.013239490166335521
Atom ID 57, Charge -0.02755917244179784
Atom ID 58, Charge -0.03035652849280357
Atom ID 59, Charge -0.026710679794843095
Atom ID 60, Charge -0.02755118054668948
Atom ID 61, Charge -0.030356512395323776
Atom ID 62, Charge -0.029737949229168947
Atom ID 63, Charge -0.029737995264809136
Atom ID 64, Charge -0.030490912345414678
Atom ID 65, Charge -0.027551169844993062
Atom ID 66, Charge -0.027551163662845823
Atom ID 67, Charge -0.030356505455284122
Atom ID 68, Charge -0.02973798521896498
Atom ID 69, Charge -0.029737950983527384
Atom ID 70, Charge -0.030490871691774224
Atom ID 71, Charge -0.027551182577235878
Atom ID 72, Charge -0.019289292138625846
Atom ID 73, Charge 0.0011626409900502566
Atom ID 74, Charge -0.006302585371420477
Atom ID 75, Charge -0.0025062645977884657
Atom ID 76, Charge -0.017493693949474753
Atom ID 77, Charge -0.01885599945978811
Atom ID 78, Charge -0.019289295734424172
Atom ID 79, Charge 0.0011626472957653178
Atom ID 80, Charge -0.006302374435183111
Atom ID 81, Charge -0.002505391471196994
Atom ID 82, Charge -0.01749369582335447
Atom ID 83, Charge -0.018855961558969625
Atom ID 84, Charge -0.04441340912482872
Atom ID 85, Charge -0.01749361845085673
Atom ID 86, Charge -0.01724266712602862
Atom ID 87, Charge -0.017242029756657118
Atom ID 88, Charge 0.0011626981767092204
Atom ID 89, Charge -0.044413489864539635
Atom ID 90, Charge -0.044413397904863317
Atom ID 91, Charge -0.017493610244007307
Atom ID 92, Charge -0.017242662368925465
