Atom ID 0, Charge -0.03182347313002154
Atom ID 1, Charge -0.09840164863438883
Atom ID 2, Charge -0.021866950405947883
Atom ID 3, Charge -0.021866975306831016
Atom ID 4, Charge -0.09840806094800048
Atom ID 5, Charge -0.03182345156942379
Atom ID 6, Charge -0.0318234527553507
Atom ID 7, Charge -0.09840164188809286
Atom ID 8, Charge -0.021866978392080405
Atom ID 9, Charge -0.02186694747016915
Atom ID 10, Charge -0.09840805639554162
Atom ID 11, Charge -0.0318234778971167
Atom ID 12, Charge -0.031830238956852774
Atom ID 13, Charge -0.09840243126296855
Atom ID 14, Charge -0.021853201625371632
Atom ID 15, Charge -0.02186914227628467
Atom ID 16, Charge -0.09840244608437576
Atom ID 17, Charge -0.03181536253407735
Atom ID 18, Charge -0.03183023869723911
Atom ID 19, Charge -0.09840244395253972
Atom ID 20, Charge -0.021853148231944175
Atom ID 21, Charge -0.02186911881117304
Atom ID 22, Charge -0.09840244611539717
Atom ID 23, Charge -0.03181534442650502
Atom ID 24, Charge -0.03181535058802787
Atom ID 25, Charge -0.09840806358850251
Atom ID 26, Charge -0.02186911928371149
Atom ID 27, Charge -0.021853149571075647
Atom ID 28, Charge -0.09840163623189202
Atom ID 29, Charge -0.03183025324515665
Atom ID 30, Charge -0.03181536519765071
Atom ID 31, Charge -0.09840806493263887
Atom ID 32, Charge -0.021869143343883124
Atom ID 33, Charge -0.02185320779028821
Atom ID 34, Charge -0.0984016461279289
Atom ID 35, Charge -0.031830231827091104
Atom ID 36, Charge -0.02762084946839849
Atom ID 37, Charge -0.030497840608911808
Atom ID 38, Charge -0.029580506506947657
Atom ID 39, Charge -0.02958708248927433
Atom ID 40, Charge -0.03049778448703666
Atom ID 41, Charge -0.027605120026956698
Atom ID 42, Charge -0.02762087611547237
Atom ID 43, Charge -0.030497786446476383
Atom ID 44, Charge -0.029580504388535545
Atom ID 45, Charge -0.029587132391931448
Atom ID 46, Charge -0.03049783455052424
Atom ID 47, Charge -0.027605132179784775
Atom ID 48, Charge -0.02760512692028705
Atom ID 49, Charge -0.030490007097851546
Atom ID 50, Charge -0.02958714083823555
Atom ID 51, Charge -0.029580510922201597
Atom ID 52, Charge -0.03046775432020432
Atom ID 53, Charge -0.027620871746799835
Atom ID 54, Charge -0.027605118928399897
Atom ID 55, Charge -0.03049005862604126
Atom ID 56, Charge -0.02958709266653603
Atom ID 57, Charge -0.029580513204352066
Atom ID 58, Charge -0.030467758475802853
Atom ID 59, Charge -0.027620840176352246
Atom ID 60, Charge -0.027621747146995723
Atom ID 61, Charge -0.03046775554165393
Atom ID 62, Charge -0.029587276676781293
Atom ID 63, Charge -0.02958735560869652
Atom ID 64, Charge -0.030490056082571826
Atom ID 65, Charge -0.02762173249774591
Atom ID 66, Charge -0.027621732581618375
Atom ID 67, Charge -0.03046774553560372
Atom ID 68, Charge -0.02958735040415572
Atom ID 69, Charge -0.02958727659834892
Atom ID 70, Charge -0.030490005147539634
Atom ID 71, Charge -0.027621754654572506
Atom ID 72, Charge -0.02843452330071372
Atom ID 73, Charge -0.019513620296716105
Atom ID 74, Charge -0.04404653760406951
Atom ID 75, Charge -0.04389283394869192
Atom ID 76, Charge -0.019507085059776053
Atom ID 77, Charge -0.028464329742387662
Atom ID 78, Charge -0.02843450128066216
Atom ID 79, Charge -0.01951358301650341
Atom ID 80, Charge -0.04404624072820695
Atom ID 81, Charge -0.0438914700497417
Atom ID 82, Charge -0.019507085837613403
Atom ID 83, Charge -0.02846429002916917
Atom ID 84, Charge -0.028395762362114496
Atom ID 85, Charge -0.0195070535989883
Atom ID 86, Charge -0.043764209200628734
Atom ID 87, Charge -0.043763537985040735
Atom ID 88, Charge -0.019513565151767054
Atom ID 89, Charge -0.028395784379827482
Atom ID 90, Charge -0.028395754121865124
Atom ID 91, Charge -0.01950704816936355
Atom ID 92, Charge -0.04376378715334539
Atom ID 93, Charge -0.043763825075568086
Atom ID 94, Charge -0.01951360151348336
Atom ID 95, Charge -0.028395792643691742
Atom ID 96, Charge -0.02846421555124401
Atom ID 97, Charge -0.019528348028543974
Atom ID 98, Charge -0.04389097782543949
Atom ID 99, Charge -0.04404602282689396
Atom ID 100, Charge -0.019528338887647045
Atom ID 101, Charge -0.02843439552489979
Atom ID 102, Charge -0.028464247001273257
Atom ID 103, Charge -0.019528353677646493
Atom ID 104, Charge -0.043892296351595306
Atom ID 105, Charge -0.04404632087349114
Atom ID 106, Charge -0.019528333267216702
Atom ID 107, Charge -0.028434408981489412
Atom ID 108, Charge 0.03765009649445439
Atom ID 109, Charge 0.03767272868982907
Atom ID 110, Charge 0.2406900559376588
Atom ID 111, Charge 0.019918811511820178
Atom ID 112, Charge 0.01988384622069872
Atom ID 113, Charge 0.01991881244936411
Atom ID 114, Charge 0.019883850783533386
Atom ID 115, Charge 0.019896627407574696
Atom ID 116, Charge 0.019896627597763783
Atom ID 117, Charge 0.019896628933204208
Atom ID 118, Charge 0.01989662167115136
Atom ID 119, Charge 0.019883847882492534
Atom ID 120, Charge 0.019918812466196756
Atom ID 121, Charge 0.019883843655004507
Atom ID 122, Charge 0.019918812757091398
Atom ID 123, Charge 0.04668688547658828
Atom ID 124, Charge 0.046760653087325466
Atom ID 125, Charge 0.046687890606267435
Atom ID 126, Charge 0.046755269137561006
Atom ID 127, Charge 0.046742076076893846
Atom ID 128, Charge 0.04672071256086219
Atom ID 129, Charge 0.04672147372555724
Atom ID 130, Charge 0.0467436700391658
Atom ID 131, Charge 0.046754909839381686
Atom ID 132, Charge 0.04668852838068638
Atom ID 133, Charge 0.04676131817496465
Atom ID 134, Charge 0.046687191205982304
Atom ID 135, Charge 0.0761487358345494
Atom ID 136, Charge 0.0670784858994189
Atom ID 137, Charge 0.07624203727652534
Atom ID 138, Charge 0.06673673950610348
Atom ID 139, Charge 0.18310486054334607
Atom ID 140, Charge 0.18310473426727203
Atom ID 141, Charge 0.18310938625477124
Atom ID 142, Charge 0.18310948635791124
Atom ID 143, Charge 0.18310941817973303
Atom ID 144, Charge 0.1831094635520425
Atom ID 145, Charge 0.18089604018687488
Atom ID 146, Charge 0.18089601174963787
Atom ID 147, Charge 0.18089604081722488
Atom ID 148, Charge 0.18089601183558912
Atom ID 149, Charge 0.18088917706877794
Atom ID 150, Charge 0.1808891847656806
Atom ID 151, Charge 0.18281015691604718
Atom ID 152, Charge 0.18280411082038572
Atom ID 153, Charge 0.18282027130128142
Atom ID 154, Charge 0.1828101981985415
Atom ID 155, Charge 0.18280416109064612
Atom ID 156, Charge 0.18283754921704798
Atom ID 157, Charge -0.2913100451570294
Atom ID 158, Charge -0.0846322460940474
Atom ID 159, Charge -0.08446058424264358
