Atom ID 0, Charge -0.031935893510156355
Atom ID 1, Charge -0.09819467145846783
Atom ID 2, Charge -0.02128940544624225
Atom ID 3, Charge -0.02128949251354051
Atom ID 4, Charge -0.09843462331702213
Atom ID 5, Charge -0.03193588261005509
Atom ID 6, Charge -0.03193588295162897
Atom ID 7, Charge -0.0981946135809606
Atom ID 8, Charge -0.021289400264352665
Atom ID 9, Charge -0.021289360262343848
Atom ID 10, Charge -0.09843456421007346
Atom ID 11, Charge -0.03193591930918949
Atom ID 12, Charge -0.03159638729697445
Atom ID 13, Charge -0.09835387551369212
Atom ID 14, Charge -0.021239505920021884
Atom ID 15, Charge -0.021973430390142212
Atom ID 16, Charge -0.09835378307501674
Atom ID 17, Charge -0.03191248113525447
Atom ID 18, Charge -0.03159642169775978
Atom ID 19, Charge -0.09835387578689847
Atom ID 20, Charge -0.02123937639404616
Atom ID 21, Charge -0.021973491427938363
Atom ID 22, Charge -0.09835373212548504
Atom ID 23, Charge -0.03191246345783316
Atom ID 24, Charge -0.031912478750625084
Atom ID 25, Charge -0.09843454273482877
Atom ID 26, Charge -0.02197344781616639
Atom ID 27, Charge -0.02123938235156153
Atom ID 28, Charge -0.0981946385516217
Atom ID 29, Charge -0.031596426509132414
Atom ID 30, Charge -0.031912454768704634
Atom ID 31, Charge -0.09843449204122923
Atom ID 32, Charge -0.021973608898494312
Atom ID 33, Charge -0.021239438790490617
Atom ID 34, Charge -0.09819461665973517
Atom ID 35, Charge -0.03159640905973138
Atom ID 36, Charge -0.025244681822673698
Atom ID 37, Charge -0.02861474608076886
Atom ID 38, Charge -0.02838145946166737
Atom ID 39, Charge -0.013370840964058495
Atom ID 40, Charge -0.02861472598913295
Atom ID 41, Charge -0.026000699190250387
Atom ID 42, Charge -0.025244774849142892
Atom ID 43, Charge -0.02861476400241436
Atom ID 44, Charge -0.028381497718696025
Atom ID 45, Charge -0.013371071144963942
Atom ID 46, Charge -0.028614874122874667
Atom ID 47, Charge -0.026000688456113252
Atom ID 48, Charge -0.026000798223658528
Atom ID 49, Charge -0.030128994850559643
Atom ID 50, Charge -0.013370740193354713
Atom ID 51, Charge -0.02838145898857025
Atom ID 52, Charge -0.03041756765318393
Atom ID 53, Charge -0.025244791461698668
Atom ID 54, Charge -0.026000786061087133
Atom ID 55, Charge -0.03012925057971838
Atom ID 56, Charge -0.013370900941857222
Atom ID 57, Charge -0.02838160530181444
Atom ID 58, Charge -0.030417549248072717
Atom ID 59, Charge -0.025244706705898068
Atom ID 60, Charge -0.027679433022052002
Atom ID 61, Charge -0.030417560688000833
Atom ID 62, Charge -0.02988321373871905
Atom ID 63, Charge -0.02988332079516809
Atom ID 64, Charge -0.030129030969306747
Atom ID 65, Charge -0.027679468380492622
Atom ID 66, Charge -0.027679519350542137
Atom ID 67, Charge -0.030417482468771517
Atom ID 68, Charge -0.029883560009618115
Atom ID 69, Charge -0.02988338564918358
Atom ID 70, Charge -0.030129071536140195
Atom ID 71, Charge -0.02767964313226745
Atom ID 72, Charge -0.032284207463916914
Atom ID 73, Charge -0.0037544631278416674
Atom ID 74, Charge -0.06448722304698151
Atom ID 75, Charge -0.0633385766473129
Atom ID 76, Charge -0.01969781200136289
Atom ID 77, Charge -0.033880454458319775
Atom ID 78, Charge -0.03228431759927464
Atom ID 79, Charge -0.0037543706337315186
Atom ID 80, Charge -0.06448636742747116
Atom ID 81, Charge -0.06332724085954222
Atom ID 82, Charge -0.01969795180205658
Atom ID 83, Charge -0.03388043042420463
Atom ID 84, Charge -0.017566136620158268
Atom ID 85, Charge -0.01969796994820694
Atom ID 86, Charge -0.06459985746374208
Atom ID 87, Charge -0.06457698386079702
Atom ID 88, Charge -0.0037547652139897636
Atom ID 89, Charge -0.017566661890746182
Atom ID 90, Charge -0.01756622214728054
Atom ID 91, Charge -0.019698082616663726
Atom ID 92, Charge -0.06458303425581136
Atom ID 93, Charge -0.0645742583542468
Atom ID 94, Charge -0.0037547767280665667
Atom ID 95, Charge -0.01756661950128624
Atom ID 96, Charge -0.03388105169500211
Atom ID 97, Charge -0.020590483597971776
Atom ID 98, Charge -0.06331969193063625
Atom ID 99, Charge -0.06448762605272318
Atom ID 100, Charge -0.02059044976750446
Atom ID 101, Charge -0.03228503336659472
Atom ID 102, Charge -0.033881158903938946
Atom ID 103, Charge -0.020590575439520364
Atom ID 104, Charge -0.06332239626346947
Atom ID 105, Charge -0.0644881019905057
Atom ID 106, Charge -0.020590477228430437
Atom ID 107, Charge -0.03228523706897857
Atom ID 108, Charge 0.034543720310116655
Atom ID 109, Charge 0.03454497139481827
Atom ID 110, Charge 0.19921159122372778
Atom ID 111, Charge 0.019834373023209784
Atom ID 112, Charge 0.01980196317307914
Atom ID 113, Charge 0.019834393457556665
Atom ID 114, Charge 0.01980197285668206
Atom ID 115, Charge 0.019892055183567403
Atom ID 116, Charge 0.019892092592423527
Atom ID 117, Charge 0.01989206693075074
Atom ID 118, Charge 0.019892108218834803
Atom ID 119, Charge 0.01980198729714433
Atom ID 120, Charge 0.019834383016728352
Atom ID 121, Charge 0.019801999202758824
Atom ID 122, Charge 0.019834410647213696
Atom ID 123, Charge 0.02840863363284074
Atom ID 124, Charge 0.014458050382359366
Atom ID 125, Charge 0.028440102944220724
Atom ID 126, Charge 0.014631463711353265
Atom ID 127, Charge -0.005763059043977892
Atom ID 128, Charge -0.005703642271312592
Atom ID 129, Charge -0.005721698931778096
Atom ID 130, Charge -0.0056331379543492766
Atom ID 131, Charge 0.014513409419657952
Atom ID 132, Charge 0.02849055912285825
Atom ID 133, Charge 0.014590951341372116
Atom ID 134, Charge 0.02842673518814487
Atom ID 135, Charge 0.0735713566512799
Atom ID 136, Charge 0.06364191890051696
Atom ID 137, Charge 0.07366810667146018
Atom ID 138, Charge 0.06319728152120263
Atom ID 139, Charge 0.1824769036448055
Atom ID 140, Charge 0.1824404313509551
Atom ID 141, Charge 0.18249848671006097
Atom ID 142, Charge 0.18250311586201295
Atom ID 143, Charge 0.1824984590409615
Atom ID 144, Charge 0.18250309986494884
Atom ID 145, Charge 0.18219349868684853
Atom ID 146, Charge 0.1815688417102157
Atom ID 147, Charge 0.18219348805932611
Atom ID 148, Charge 0.18156882981379407
Atom ID 149, Charge 0.18091924286357797
Atom ID 150, Charge 0.18087217802100053
Atom ID 151, Charge 0.1815604603805241
Atom ID 152, Charge 0.18081857791995937
Atom ID 153, Charge 0.16838318185986623
Atom ID 154, Charge 0.18155990844131686
Atom ID 155, Charge 0.18081826665541145
Atom ID 156, Charge -0.17684385876565667
Atom ID 157, Charge -0.35514075560397806
Atom ID 158, Charge -0.09745180492097738
Atom ID 159, Charge -0.09725707694330232
