Atom ID 0, Charge -0.03187192288654028
Atom ID 1, Charge -0.0982444933584734
Atom ID 2, Charge -0.021084766494217533
Atom ID 3, Charge -0.021084818266265515
Atom ID 4, Charge -0.09838787293094242
Atom ID 5, Charge -0.031871900204841985
Atom ID 6, Charge -0.03187189872059282
Atom ID 7, Charge -0.09824451158869962
Atom ID 8, Charge -0.021084820203283172
Atom ID 9, Charge -0.021084764027295755
Atom ID 10, Charge -0.09838788870551252
Atom ID 11, Charge -0.03187192092872504
Atom ID 12, Charge -0.0315389851038157
Atom ID 13, Charge -0.0983640548126985
Atom ID 14, Charge -0.021103882509422967
Atom ID 15, Charge -0.021705643836626543
Atom ID 16, Charge -0.09836410044260813
Atom ID 17, Charge -0.03185629997960859
Atom ID 18, Charge -0.031538995268972414
Atom ID 19, Charge -0.09836410092764414
Atom ID 20, Charge -0.021103753560567817
Atom ID 21, Charge -0.02170561332190246
Atom ID 22, Charge -0.09836406600306091
Atom ID 23, Charge -0.03185633100805774
Atom ID 24, Charge -0.03185633034573865
Atom ID 25, Charge -0.09838789103888868
Atom ID 26, Charge -0.02170562099008766
Atom ID 27, Charge -0.02110377277733555
Atom ID 28, Charge -0.09824450276886676
Atom ID 29, Charge -0.031538980276318185
Atom ID 30, Charge -0.03185632532946148
Atom ID 31, Charge -0.09838787793437209
Atom ID 32, Charge -0.021705645461538303
Atom ID 33, Charge -0.021103885940675582
Atom ID 34, Charge -0.09824450875867985
Atom ID 35, Charge -0.03153897891339685
Atom ID 36, Charge -0.024969056315620186
Atom ID 37, Charge -0.028667178017277806
Atom ID 38, Charge -0.028624805440664147
Atom ID 39, Charge -0.013658192379876866
Atom ID 40, Charge -0.028667125927767323
Atom ID 41, Charge -0.0258390954968144
Atom ID 42, Charge -0.02496905116479553
Atom ID 43, Charge -0.02866712341005684
Atom ID 44, Charge -0.028624809549233632
Atom ID 45, Charge -0.013658266195834656
Atom ID 46, Charge -0.028667173118602562
Atom ID 47, Charge -0.02583904939003112
Atom ID 48, Charge -0.025839065927479865
Atom ID 49, Charge -0.030181991398105623
Atom ID 50, Charge -0.013658285130227377
Atom ID 51, Charge -0.028624840180839328
Atom ID 52, Charge -0.03047682311051325
Atom ID 53, Charge -0.024969057670642947
Atom ID 54, Charge -0.02583907343648928
Atom ID 55, Charge -0.030182088635837268
Atom ID 56, Charge -0.013658194097732945
Atom ID 57, Charge -0.028624796218316817
Atom ID 58, Charge -0.03047685969169933
Atom ID 59, Charge -0.024969015807825734
Atom ID 60, Charge -0.027330175056102135
Atom ID 61, Charge -0.03047681965758464
Atom ID 62, Charge -0.030179418992697826
Atom ID 63, Charge -0.03017954332909767
Atom ID 64, Charge -0.030182064787666718
Atom ID 65, Charge -0.027330213879749543
Atom ID 66, Charge -0.02733021013321313
Atom ID 67, Charge -0.030476838548468166
Atom ID 68, Charge -0.030179463971504283
Atom ID 69, Charge -0.03017935439300512
Atom ID 70, Charge -0.030182034264303326
Atom ID 71, Charge -0.027330196056307265
Atom ID 72, Charge -0.03472773832547826
Atom ID 73, Charge -0.004592749300724286
Atom ID 74, Charge -0.07443496644621561
Atom ID 75, Charge -0.06989875998667916
Atom ID 76, Charge -0.02051735574600677
Atom ID 77, Charge -0.036447486403879736
Atom ID 78, Charge -0.034727737231864175
Atom ID 79, Charge -0.004592687991621602
Atom ID 80, Charge -0.07443457222726568
Atom ID 81, Charge -0.06989664241367688
Atom ID 82, Charge -0.020517301216010253
Atom ID 83, Charge -0.03644746174177005
Atom ID 84, Charge -0.02044648534888971
Atom ID 85, Charge -0.020517272656884522
Atom ID 86, Charge -0.06848122316104277
Atom ID 87, Charge -0.06847871056841814
Atom ID 88, Charge -0.0045926579656203614
Atom ID 89, Charge -0.020446571886718168
Atom ID 90, Charge -0.02044656184745186
Atom ID 91, Charge -0.02051727560205041
Atom ID 92, Charge -0.0684791970457228
Atom ID 93, Charge -0.06848076670220227
Atom ID 94, Charge -0.004592695969454219
Atom ID 95, Charge -0.020446539616989945
Atom ID 96, Charge -0.036447345040769186
Atom ID 97, Charge -0.02125050595925604
Atom ID 98, Charge -0.06989582521159132
Atom ID 99, Charge -0.07443423597649446
Atom ID 100, Charge -0.021250526990776564
Atom ID 101, Charge -0.034727631441448636
Atom ID 102, Charge -0.03644735936761023
Atom ID 103, Charge -0.021250526322860175
Atom ID 104, Charge -0.06989799635434668
Atom ID 105, Charge -0.074434653763789
Atom ID 106, Charge -0.021250453237613876
Atom ID 107, Charge -0.034727577403111276
Atom ID 108, Charge 0.037922039980147204
Atom ID 109, Charge 0.03794406979773246
Atom ID 110, Charge 0.24477592109649216
Atom ID 111, Charge 0.01981252876734141
Atom ID 112, Charge 0.019800655600407446
Atom ID 113, Charge 0.019812507054239203
Atom ID 114, Charge 0.019800654168634524
Atom ID 115, Charge 0.01988963051844328
