Atom ID 0, Charge -0.03200702736279748
Atom ID 1, Charge -0.09848933966332396
Atom ID 2, Charge -0.021781422030733744
Atom ID 3, Charge -0.0217814279640951
Atom ID 4, Charge -0.0981238249259393
Atom ID 5, Charge -0.032007026613466216
Atom ID 6, Charge -0.032007012774575294
Atom ID 7, Charge -0.09848931751449275
Atom ID 8, Charge -0.021781436638414142
Atom ID 9, Charge -0.021781417187407115
Atom ID 10, Charge -0.09812378737884409
Atom ID 11, Charge -0.03200703811975725
Atom ID 12, Charge -0.03133539046519296
Atom ID 13, Charge -0.09807296739015392
Atom ID 14, Charge -0.021578676160030952
Atom ID 15, Charge -0.02210824338198769
Atom ID 16, Charge -0.0980730002127439
Atom ID 17, Charge -0.03215696887047326
Atom ID 18, Charge -0.03133538289114757
Atom ID 19, Charge -0.0980729844650341
Atom ID 20, Charge -0.021578627603342504
Atom ID 21, Charge -0.02210821501680016
Atom ID 22, Charge -0.09807298475074688
Atom ID 23, Charge -0.032156970540902385
Atom ID 24, Charge -0.032156977427630906
Atom ID 25, Charge -0.09812380596680015
Atom ID 26, Charge -0.022108214774255508
Atom ID 27, Charge -0.02157863089522749
Atom ID 28, Charge -0.09848931385942894
Atom ID 29, Charge -0.031335379503561356
Atom ID 30, Charge -0.03215697698971365
Atom ID 31, Charge -0.0981238465006502
Atom ID 32, Charge -0.02210823853893551
Atom ID 33, Charge -0.02157868055655321
Atom ID 34, Charge -0.09848933846915298
Atom ID 35, Charge -0.0313353880236118
Atom ID 36, Charge -0.025675498717208534
Atom ID 37, Charge -0.028233468697616892
Atom ID 38, Charge -0.027546211013236288
Atom ID 39, Charge -0.012677407201016955
Atom ID 40, Charge -0.02823342219474778
Atom ID 41, Charge -0.02674774117000034
Atom ID 42, Charge -0.025675545232823893
Atom ID 43, Charge -0.02823343110936971
Atom ID 44, Charge -0.027546172195802576
Atom ID 45, Charge -0.012677398150851893
Atom ID 46, Charge -0.028233454992488305
Atom ID 47, Charge -0.02674774329268992
Atom ID 48, Charge -0.02674773257446894
Atom ID 49, Charge -0.03050177861233916
Atom ID 50, Charge -0.01267742650217496
Atom ID 51, Charge -0.02754619996049268
Atom ID 52, Charge -0.03014061397005463
Atom ID 53, Charge -0.025675536168448865
Atom ID 54, Charge -0.026747732799004886
Atom ID 55, Charge -0.030501829734862262
Atom ID 56, Charge -0.012677426663167068
Atom ID 57, Charge -0.027546234540364978
Atom ID 58, Charge -0.03014062921914551
Atom ID 59, Charge -0.025675486975981876
Atom ID 60, Charge -0.027677909145748636
Atom ID 61, Charge -0.030140610588634154
Atom ID 62, Charge -0.030145015322820434
Atom ID 63, Charge -0.030145084785300647
Atom ID 64, Charge -0.030501837554396616
Atom ID 65, Charge -0.027677913674128085
Atom ID 66, Charge -0.02767790570261397
Atom ID 67, Charge -0.03014059734525265
Atom ID 68, Charge -0.030145067721906393
Atom ID 69, Charge -0.030145016849935757
Atom ID 70, Charge -0.03050177956837885
Atom ID 71, Charge -0.02767791229832639
Atom ID 72, Charge -0.02290045038186861
Atom ID 73, Charge -0.0036839936037065257
Atom ID 74, Charge -0.01740668325645167
Atom ID 75, Charge -0.009765225692309976
Atom ID 76, Charge -0.017677761391420965
Atom ID 77, Charge -0.021937599952624787
Atom ID 78, Charge -0.02290044724381879
Atom ID 79, Charge -0.003683972480343023
Atom ID 80, Charge -0.017406483537873996
Atom ID 81, Charge -0.009764070978262929
Atom ID 82, Charge -0.01767775348252787
Atom ID 83, Charge -0.02193754542986337
Atom ID 84, Charge -0.010331513313690976
Atom ID 85, Charge -0.017677664815005656
Atom ID 86, Charge -0.03593485830442944
Atom ID 87, Charge -0.035933244030449174
Atom ID 88, Charge -0.0036839128038810287
Atom ID 89, Charge -0.01033153608391224
Atom ID 90, Charge -0.01033144018180554
Atom ID 91, Charge -0.017677661222431418
Atom ID 92, Charge -0.035933942517119455
Atom ID 93, Charge -0.03593393964504532
Atom ID 94, Charge -0.003683929964253707
Atom ID 95, Charge -0.01033159680385598
Atom ID 96, Charge -0.02193730436099628
Atom ID 97, Charge -0.016982226867837902
Atom ID 98, Charge -0.009762599888288648
Atom ID 99, Charge -0.0174058000125612
Atom ID 100, Charge -0.016982193186319883
Atom ID 101, Charge -0.02290012656535456
Atom ID 102, Charge -0.021937351411899897
Atom ID 103, Charge -0.0169822213945503
Atom ID 104, Charge -0.009763636349060079
Atom ID 105, Charge -0.017405978568104885
Atom ID 106, Charge -0.016982192659900086
Atom ID 107, Charge -0.022900120694900217
Atom ID 108, Charge 0.03866250249401393
Atom ID 109, Charge 0.038683322426990685
Atom ID 110, Charge 0.23996329282708295
Atom ID 111, Charge 0.01964251362656111
Atom ID 112, Charge 0.02002123041214121
Atom ID 113, Charge 0.019642511499879167
Atom ID 114, Charge 0.020021216971253697
Atom ID 115, Charge 0.02005917772294985
Atom ID 116, Charge 0.020059188529454763
Atom ID 117, Charge 0.020059196627679965
Atom ID 118, Charge 0.020059170216538025
Atom ID 119, Charge 0.020021203455519276
Atom ID 120, Charge 0.01964251130936978
Atom ID 121, Charge 0.02002121762947162
Atom ID 122, Charge 0.019642512189150363
Atom ID 123, Charge 0.06488445421984013
Atom ID 124, Charge 0.0674709406120384
Atom ID 125, Charge 0.06488507436521695
Atom ID 126, Charge 0.06746567475910603
Atom ID 127, Charge 0.06000140717368396
Atom ID 128, Charge 0.05998991502261397
Atom ID 129, Charge 0.05999014294612304
Atom ID 130, Charge 0.06000267245117563
Atom ID 131, Charge 0.06746595297015512
Atom ID 132, Charge 0.06488611627870156
Atom ID 133, Charge 0.06747233635448413
Atom ID 134, Charge 0.06488523089530851
Atom ID 135, Charge 0.07759746836210657
Atom ID 136, Charge 0.06796632544857151
Atom ID 137, Charge 0.0777113046889637
Atom ID 138, Charge 0.06759582607935677
Atom ID 139, Charge 0.18352386889012795
Atom ID 140, Charge 0.18348073521784602
Atom ID 141, Charge 0.18279948036888038
Atom ID 142, Charge 0.1828003779876033
Atom ID 143, Charge 0.182799480132239
Atom ID 144, Charge 0.1828004038098454
Atom ID 145, Charge 0.1822532507422263
Atom ID 146, Charge 0.18167506713190917
Atom ID 147, Charge 0.18225324806528764
Atom ID 148, Charge 0.18167506599443595
Atom ID 149, Charge 0.18095799649860167
Atom ID 150, Charge 0.1809173579694523
Atom ID 151, Charge 0.18701602889102142
Atom ID 152, Charge 0.18654623614202714
Atom ID 153, Charge 0.17492775593989895
Atom ID 154, Charge 0.18701616985746394
Atom ID 155, Charge 0.1865463642661176
Atom ID 156, Charge 0.40128452663652503
Atom ID 157, Charge -0.2932310633227999
Atom ID 158, Charge -0.08502897809989918
Atom ID 159, Charge -0.08484672735794874
