Atom ID 0, Charge -0.03204187194361108
Atom ID 1, Charge -0.09826149365605819
Atom ID 2, Charge -0.021738564061925203
Atom ID 3, Charge -0.02173858476559598
Atom ID 4, Charge -0.09833213787193618
Atom ID 5, Charge -0.03204186928872943
Atom ID 6, Charge -0.0320418534168283
Atom ID 7, Charge -0.09826147214683623
Atom ID 8, Charge -0.021738599269452763
Atom ID 9, Charge -0.021738552382089438
Atom ID 10, Charge -0.0983321234266139
Atom ID 11, Charge -0.03204188657276408
Atom ID 12, Charge -0.03148966546274412
Atom ID 13, Charge -0.09816248753033197
Atom ID 14, Charge -0.021527075179453625
Atom ID 15, Charge -0.02225273555820273
Atom ID 16, Charge -0.09816251773830587
Atom ID 17, Charge -0.03209188585382261
Atom ID 18, Charge -0.03148968557915932
Atom ID 19, Charge -0.09816249843848901
Atom ID 20, Charge -0.021527022288148956
Atom ID 21, Charge -0.022252706561055824
Atom ID 22, Charge -0.09816250984462016
Atom ID 23, Charge -0.032091893342368394
Atom ID 24, Charge -0.03209189715933114
Atom ID 25, Charge -0.0983321459064106
Atom ID 26, Charge -0.02225270672024493
Atom ID 27, Charge -0.02152702893803582
Atom ID 28, Charge -0.09826146470956054
Atom ID 29, Charge -0.03148967968533434
Atom ID 30, Charge -0.032091897187501495
Atom ID 31, Charge -0.09833216076249585
Atom ID 32, Charge -0.022252731279527538
Atom ID 33, Charge -0.02152707904951079
Atom ID 34, Charge -0.09826149012793639
Atom ID 35, Charge -0.031489663706640414
Atom ID 36, Charge -0.025626539980542873
Atom ID 37, Charge -0.028374703742899854
Atom ID 38, Charge -0.027534778292332085
Atom ID 39, Charge -0.012603627655314753
Atom ID 40, Charge -0.02837465206082701
Atom ID 41, Charge -0.02650948046041446
Atom ID 42, Charge -0.025626582167580736
Atom ID 43, Charge -0.028374664466767285
Atom ID 44, Charge -0.02753473072299606
Atom ID 45, Charge -0.012603643443240387
Atom ID 46, Charge -0.02837468627025963
Atom ID 47, Charge -0.026509499437628925
Atom ID 48, Charge -0.026509487501953366
Atom ID 49, Charge -0.03012253560598932
Atom ID 50, Charge -0.012603679182478622
Atom ID 51, Charge -0.027534761812407105
Atom ID 52, Charge -0.03023200021373551
Atom ID 53, Charge -0.0256265750280793
Atom ID 54, Charge -0.026509468931608993
Atom ID 55, Charge -0.030122591310037805
Atom ID 56, Charge -0.012603652063666537
Atom ID 57, Charge -0.02753479997207986
Atom ID 58, Charge -0.030232017284877344
Atom ID 59, Charge -0.025626522996926582
Atom ID 60, Charge -0.02798421911107951
Atom ID 61, Charge -0.030231992355228776
Atom ID 62, Charge -0.029865720468674084
Atom ID 63, Charge -0.029865809070710014
Atom ID 64, Charge -0.030122597602565193
Atom ID 65, Charge -0.027984214457315026
Atom ID 66, Charge -0.027984201977737655
Atom ID 67, Charge -0.030231981428445742
Atom ID 68, Charge -0.029865777971248342
Atom ID 69, Charge -0.02986572146448374
Atom ID 70, Charge -0.030122539076838706
Atom ID 71, Charge -0.02798422453092808
Atom ID 72, Charge -0.0260031717565683
Atom ID 73, Charge -0.002436758081299395
Atom ID 74, Charge -0.03372128570112931
Atom ID 75, Charge -0.0307124900559117
Atom ID 76, Charge -0.018352652025374283
Atom ID 77, Charge -0.02622472502339246
Atom ID 78, Charge -0.026003160366559364
Atom ID 79, Charge -0.0024367537812013396
Atom ID 80, Charge -0.03372103899143308
Atom ID 81, Charge -0.03071098750688339
Atom ID 82, Charge -0.01835265794648322
Atom ID 83, Charge -0.026224664110545248
Atom ID 84, Charge -0.01381991059450094
Atom ID 85, Charge -0.018352552453579918
Atom ID 86, Charge -0.03615556178230328
Atom ID 87, Charge -0.03615317596362555
Atom ID 88, Charge -0.0024366832972315677
Atom ID 89, Charge -0.01381998088225167
Atom ID 90, Charge -0.013819848277262459
Atom ID 91, Charge -0.01835253963435246
Atom ID 92, Charge -0.03615415903133279
Atom ID 93, Charge -0.03615439435769652
Atom ID 94, Charge -0.002436685296588692
Atom ID 95, Charge -0.01382002544614469
Atom ID 96, Charge -0.02622437238293962
Atom ID 97, Charge -0.018348075921333695
Atom ID 98, Charge -0.030709164414685297
