Atom ID 0, Charge -0.06508137104961964
Atom ID 1, Charge -0.017136882834265066
Atom ID 2, Charge -0.017136859502409507
Atom ID 3, Charge -0.025585758105680867
Atom ID 4, Charge -0.12130019096916733
Atom ID 5, Charge -0.121300102453608
Atom ID 6, Charge -0.06508129950144159
Atom ID 7, Charge -0.01713690044319005
Atom ID 8, Charge -0.017136767987088852
Atom ID 9, Charge -0.025585812434675503
Atom ID 10, Charge -0.1213001046999258
Atom ID 11, Charge -0.12130007889130479
Atom ID 12, Charge -0.014895354908957437
Atom ID 13, Charge -0.025578098002728034
Atom ID 14, Charge -0.025577127978118952
Atom ID 15, Charge -0.10553128020410618
Atom ID 16, Charge -0.02351517849596263
Atom ID 17, Charge -0.02351497783128753
Atom ID 18, Charge -0.014895321416015683
Atom ID 19, Charge -0.02557809328223115
Atom ID 20, Charge -0.025577184745313453
Atom ID 21, Charge -0.10553138528700501
Atom ID 22, Charge -0.023515133949060463
Atom ID 23, Charge -0.023514972051201788
Atom ID 24, Charge -0.01489532471948074
Atom ID 25, Charge -0.025577186180496092
Atom ID 26, Charge -0.02557815673008168
Atom ID 27, Charge -0.105531364344424
Atom ID 28, Charge -0.0235149342537202
Atom ID 29, Charge -0.023515202977539396
Atom ID 30, Charge -0.014895353299082537
Atom ID 31, Charge -0.025577117423191353
Atom ID 32, Charge -0.02557811685982525
Atom ID 33, Charge -0.10553127738981338
Atom ID 34, Charge -0.023514932250291665
Atom ID 35, Charge -0.02351518976978717
Atom ID 36, Charge -0.0650789239698657
Atom ID 37, Charge -0.01714241694948271
Atom ID 38, Charge -0.01714228894586345
Atom ID 39, Charge -0.02559414397581694
Atom ID 40, Charge -0.1212992876893475
Atom ID 41, Charge -0.12129927897721249
Atom ID 42, Charge -0.06507893838285561
Atom ID 43, Charge -0.01714239256407346
Atom ID 44, Charge -0.01714235401033548
Atom ID 45, Charge -0.025594136444853532
Atom ID 46, Charge -0.12129941241603692
Atom ID 47, Charge -0.12129919865923888
Atom ID 48, Charge -0.03353488616328981
Atom ID 49, Charge -0.026698270844685013
Atom ID 50, Charge -0.026698201563086776
Atom ID 51, Charge -0.020028911513433556
Atom ID 52, Charge -0.026251934589356374
Atom ID 53, Charge -0.02625204412078741
Atom ID 54, Charge -0.03353489942965204
Atom ID 55, Charge -0.026698229079880065
Atom ID 56, Charge -0.026698260947789265
Atom ID 57, Charge -0.020028910022456436
Atom ID 58, Charge -0.026252012001586778
Atom ID 59, Charge -0.02625197062328244
Atom ID 60, Charge -0.03574745056463513
Atom ID 61, Charge -0.022735163549338466
Atom ID 62, Charge -0.02271070474807768
Atom ID 63, Charge -0.026894768798357838
Atom ID 64, Charge -0.03136256400283344
Atom ID 65, Charge -0.03135415099114702
Atom ID 66, Charge -0.03574717132576044
Atom ID 67, Charge -0.022735155949119346
Atom ID 68, Charge -0.022710786646702452
Atom ID 69, Charge -0.026894756766824734
Atom ID 70, Charge -0.03136263779992454
Atom ID 71, Charge -0.03135407749173691
Atom ID 72, Charge -0.035747205165556295
Atom ID 73, Charge -0.022710716047582125
Atom ID 74, Charge -0.02273509850976474
Atom ID 75, Charge -0.02689478632617437
Atom ID 76, Charge -0.03135404495884764
Atom ID 77, Charge -0.031362604615066125
Atom ID 78, Charge -0.03574746344313695
Atom ID 79, Charge -0.022710663533699993
Atom ID 80, Charge -0.022735107819018552
Atom ID 81, Charge -0.02689479796635119
Atom ID 82, Charge -0.03135410929608806
Atom ID 83, Charge -0.03136252956569496
Atom ID 84, Charge -0.03354389497317456
Atom ID 85, Charge -0.026691925982397002
Atom ID 86, Charge -0.02669198871053169
Atom ID 87, Charge -0.019999859714816104
Atom ID 88, Charge -0.026256779521891538
Atom ID 89, Charge -0.02625671208285052
Atom ID 90, Charge -0.03354388148502885
Atom ID 91, Charge -0.026691988272934175
Atom ID 92, Charge -0.02669192344309579
Atom ID 93, Charge -0.019999872669933083
Atom ID 94, Charge -0.02625676465329807
Atom ID 95, Charge -0.02625674473120565
Atom ID 96, Charge -0.03152113591082539
Atom ID 97, Charge -0.02046577362885582
Atom ID 98, Charge -0.020465310982740625
Atom ID 99, Charge -0.002007679052596245
Atom ID 100, Charge -0.021737870771714185
Atom ID 101, Charge -0.0217379660681436
Atom ID 102, Charge -0.03152109957825289
Atom ID 103, Charge -0.020465815299470336
Atom ID 104, Charge -0.02046526542989824
Atom ID 105, Charge -0.002007657933228657
Atom ID 106, Charge -0.021738028752469774
Atom ID 107, Charge -0.021737823587246297
Atom ID 108, Charge -0.12545123503905398
Atom ID 109, Charge -0.09860705909757872
Atom ID 110, Charge -0.09924804004294074
Atom ID 111, Charge -0.009452642096366759
Atom ID 112, Charge -0.02531893462404522
Atom ID 113, Charge -0.025376366023888153
Atom ID 114, Charge -0.1254526137969263
Atom ID 115, Charge -0.09860755216014727
Atom ID 116, Charge -0.09924781830672291
Atom ID 117, Charge -0.009452785310982037
Atom ID 118, Charge -0.02531957159821907
Atom ID 119, Charge -0.025376483766692992
Atom ID 120, Charge -0.12545573438370994
Atom ID 121, Charge -0.0992496198008217
Atom ID 122, Charge -0.0986098618339124
Atom ID 123, Charge -0.009452339646113472
Atom ID 124, Charge -0.02537742323778147
Atom ID 125, Charge -0.025320703144681822
Atom ID 126, Charge -0.12545435903145652
Atom ID 127, Charge -0.09924975751475174
Atom ID 128, Charge -0.09860929911109295
Atom ID 129, Charge -0.009452195300171162
Atom ID 130, Charge -0.025377335227873665
Atom ID 131, Charge -0.0253200078508673
Atom ID 132, Charge -0.031552750241612415
Atom ID 133, Charge -0.02045710193432093
Atom ID 134, Charge -0.020457384633495224
Atom ID 135, Charge -0.0022619793476224004
Atom ID 136, Charge -0.021756374063338413
Atom ID 137, Charge -0.02175651648603516
Atom ID 138, Charge -0.031552757658722896
Atom ID 139, Charge -0.02045686951026049
