Atom ID 0, Charge -0.0666257364722842
Atom ID 1, Charge -0.016200034373112793
Atom ID 2, Charge -0.016199865080236187
Atom ID 3, Charge -0.024338102839196907
Atom ID 4, Charge -0.12166721848868178
Atom ID 5, Charge -0.12166790518530934
Atom ID 6, Charge -0.06662579409138125
Atom ID 7, Charge -0.016200380766899336
Atom ID 8, Charge -0.016199667396176842
Atom ID 9, Charge -0.024338064755756506
Atom ID 10, Charge -0.1216668805365213
Atom ID 11, Charge -0.12166805975314787
Atom ID 12, Charge -0.011470022689711534
Atom ID 13, Charge -0.02542152477607651
Atom ID 14, Charge -0.025846581062925367
Atom ID 15, Charge -0.10459320195069388
Atom ID 16, Charge -0.022385536118736837
Atom ID 17, Charge -0.023658030334573255
Atom ID 18, Charge -0.0114704287343379
Atom ID 19, Charge -0.02542133887159803
Atom ID 20, Charge -0.025846349108293865
Atom ID 21, Charge -0.10459301025711376
Atom ID 22, Charge -0.022385924632229326
Atom ID 23, Charge -0.02365834882095985
Atom ID 24, Charge -0.011469951013402202
Atom ID 25, Charge -0.0258463009957266
Atom ID 26, Charge -0.025421137778693925
Atom ID 27, Charge -0.10459253171611849
Atom ID 28, Charge -0.023658199026072246
Atom ID 29, Charge -0.02238568514610595
Atom ID 30, Charge -0.011469524457255353
Atom ID 31, Charge -0.02584644958567761
Atom ID 32, Charge -0.025421309422148042
Atom ID 33, Charge -0.10459276004229068
Atom ID 34, Charge -0.023657979449168032
Atom ID 35, Charge -0.022385414046222074
Atom ID 36, Charge -0.06589750490860258
Atom ID 37, Charge -0.01723707844825384
Atom ID 38, Charge -0.017236820664031427
Atom ID 39, Charge -0.025765216117272338
Atom ID 40, Charge -0.12164505606525022
Atom ID 41, Charge -0.12164479220174407
Atom ID 42, Charge -0.0658975009226257
Atom ID 43, Charge -0.017236964461099014
Atom ID 44, Charge -0.01723684139479076
Atom ID 45, Charge -0.02576521803572618
Atom ID 46, Charge -0.12164486519504347
Atom ID 47, Charge -0.1216449134995754
Atom ID 48, Charge -0.034627656173186416
Atom ID 49, Charge -0.02628050100307977
Atom ID 50, Charge -0.026280428910752995
Atom ID 51, Charge -0.018393753244119182
Atom ID 52, Charge -0.02676604754396994
Atom ID 53, Charge -0.026766424341514217
Atom ID 54, Charge -0.03462767585183535
Atom ID 55, Charge -0.02628048583270104
Atom ID 56, Charge -0.026280432484811378
Atom ID 57, Charge -0.018393734371249693
Atom ID 58, Charge -0.02676625739078986
Atom ID 59, Charge -0.026766240238895733
Atom ID 60, Charge -0.03529353168484928
Atom ID 61, Charge -0.020732716275896124
Atom ID 62, Charge -0.010153705305603111
Atom ID 63, Charge -0.028321626403263522
Atom ID 64, Charge -0.030231688520239608
Atom ID 65, Charge -0.030340572434552904
Atom ID 66, Charge -0.03529347097161306
Atom ID 67, Charge -0.02073269308327763
Atom ID 68, Charge -0.010153700290891798
Atom ID 69, Charge -0.02832159576241544
Atom ID 70, Charge -0.030231671905986524
Atom ID 71, Charge -0.030340388811387342
Atom ID 72, Charge -0.03529345709419651
Atom ID 73, Charge -0.010153824607265882
Atom ID 74, Charge -0.020732682344556608
Atom ID 75, Charge -0.02832165932189401
Atom ID 76, Charge -0.030340431178232485
Atom ID 77, Charge -0.030231587926889958
Atom ID 78, Charge -0.035293591812838976
Atom ID 79, Charge -0.01015382406373977
Atom ID 80, Charge -0.020732719234542785
Atom ID 81, Charge -0.02832175104090595
Atom ID 82, Charge -0.030340594007907562
Atom ID 83, Charge -0.03023164818879831
Atom ID 84, Charge -0.03355398253819608
Atom ID 85, Charge -0.025251349800380574
Atom ID 86, Charge -0.02525121901785976
Atom ID 87, Charge -0.005168686631153108
Atom ID 88, Charge -0.02477946743660464
Atom ID 89, Charge -0.024779342552923467
Atom ID 90, Charge -0.033553966952132086
Atom ID 91, Charge -0.02525127340612876
Atom ID 92, Charge -0.025251288922941484
Atom ID 93, Charge -0.0051686741983507645
Atom ID 94, Charge -0.024779375786886604
Atom ID 95, Charge -0.024779447487945916
Atom ID 96, Charge -0.007239703760845373
Atom ID 97, Charge -0.017636858243647247
Atom ID 98, Charge -0.017637347835600004
Atom ID 99, Charge -0.007960587560612353
Atom ID 100, Charge -0.003317533622302804
Atom ID 101, Charge -0.003317612032927464
Atom ID 102, Charge -0.007239697494432207
Atom ID 103, Charge -0.017636798829848033
Atom ID 104, Charge -0.01763739782290319
