Atom ID 0, Charge -0.032776362131207826
Atom ID 1, Charge -0.097693034163159
Atom ID 2, Charge -0.020692075433193402
Atom ID 3, Charge -0.02069214443380396
Atom ID 4, Charge -0.09776842655499962
Atom ID 5, Charge -0.032776307312375685
Atom ID 6, Charge -0.03277630025728051
Atom ID 7, Charge -0.0976930407701504
Atom ID 8, Charge -0.020692158210164457
Atom ID 9, Charge -0.02069207539270579
Atom ID 10, Charge -0.09776837595761556
Atom ID 11, Charge -0.03277636182534316
Atom ID 12, Charge -0.03214600069272322
Atom ID 13, Charge -0.0979823973492886
Atom ID 14, Charge -0.020163273530720005
Atom ID 15, Charge -0.02094939846449595
Atom ID 16, Charge -0.09798242098690935
Atom ID 17, Charge -0.03287653003304136
Atom ID 18, Charge -0.032146024219184
Atom ID 19, Charge -0.09798241320581358
Atom ID 20, Charge -0.020163124456059833
Atom ID 21, Charge -0.02094935766949657
Atom ID 22, Charge -0.09798240722199658
Atom ID 23, Charge -0.032876565093935106
Atom ID 24, Charge -0.03287656683239781
Atom ID 25, Charge -0.09776838462629911
Atom ID 26, Charge -0.02094936138507375
Atom ID 27, Charge -0.020163120577329607
Atom ID 28, Charge -0.09769303983417554
Atom ID 29, Charge -0.03214602745300521
Atom ID 30, Charge -0.03287653695264403
Atom ID 31, Charge -0.09776843832397297
Atom ID 32, Charge -0.02094938309341554
Atom ID 33, Charge -0.020163282798026927
Atom ID 34, Charge -0.09769302924837397
Atom ID 35, Charge -0.03214600185759586
Atom ID 36, Charge -0.022994504323898823
Atom ID 37, Charge -0.027800122434531893
Atom ID 38, Charge -0.02966385021493778
Atom ID 39, Charge -0.014134634757160924
Atom ID 40, Charge -0.02780013910441781
Atom ID 41, Charge -0.023706535934745254
Atom ID 42, Charge -0.02299449062083614
Atom ID 43, Charge -0.027800159335198416
Atom ID 44, Charge -0.0296635475931053
Atom ID 45, Charge -0.014134534908260221
Atom ID 46, Charge -0.027800118270066676
Atom ID 47, Charge -0.023706523979195815
Atom ID 48, Charge -0.02370653697683167
Atom ID 49, Charge -0.0304517273463194
Atom ID 50, Charge -0.014134558160979083
Atom ID 51, Charge -0.029663544399102015
Atom ID 52, Charge -0.029997475081406932
Atom ID 53, Charge -0.022994500833888765
Atom ID 54, Charge -0.023706536769195097
Atom ID 55, Charge -0.030451687732965027
Atom ID 56, Charge -0.014134624184051425
Atom ID 57, Charge -0.029663875074049884
Atom ID 58, Charge -0.02999744806496718
Atom ID 59, Charge -0.022994504444487696
Atom ID 60, Charge -0.0243305271764509
Atom ID 61, Charge -0.029997449295234624
Atom ID 62, Charge -0.03209392849194437
Atom ID 63, Charge -0.03209420968638277
Atom ID 64, Charge -0.03045169749118326
Atom ID 65, Charge -0.024330601960130593
Atom ID 66, Charge -0.02433060717980151
Atom ID 67, Charge -0.02999745843781998
Atom ID 68, Charge -0.03209419965918325
Atom ID 69, Charge -0.03209393391900495
Atom ID 70, Charge -0.030451734238020833
Atom ID 71, Charge -0.024330537512985195
Atom ID 72, Charge -0.033320927156630376
Atom ID 73, Charge -0.0006663199053580371
Atom ID 74, Charge -0.05150333889425429
Atom ID 75, Charge -0.04307359809549549
Atom ID 76, Charge -0.015048750454661253
Atom ID 77, Charge -0.0325433279837446
Atom ID 78, Charge -0.03332120673121608
Atom ID 79, Charge -0.0006662730108049075
Atom ID 80, Charge -0.0515027693909369
Atom ID 81, Charge -0.043071697264890574
Atom ID 82, Charge -0.015048672841055044
Atom ID 83, Charge -0.03254350518144111
Atom ID 84, Charge -0.017741053563595344
Atom ID 85, Charge -0.01504862907425153
Atom ID 86, Charge -0.06374301257388737
Atom ID 87, Charge -0.06374115502975108
Atom ID 88, Charge -0.0006662485875814639
Atom ID 89, Charge -0.01774094293627826
Atom ID 90, Charge -0.017740918516619963
Atom ID 91, Charge -0.0150487056800781
Atom ID 92, Charge -0.06374152791238608
Atom ID 93, Charge -0.06374248904861712
Atom ID 94, Charge -0.000666294433679937
Atom ID 95, Charge -0.01774109793489398
Atom ID 96, Charge -0.03254338128669154
Atom ID 97, Charge -0.01409320053288532
Atom ID 98, Charge -0.04307092804362611
Atom ID 99, Charge -0.05150243734762405
Atom ID 100, Charge -0.014093283691041236
Atom ID 101, Charge -0.03332106119719569
Atom ID 102, Charge -0.032543199052941674
Atom ID 103, Charge -0.014093301190936103
Atom ID 104, Charge -0.04307275787872644
Atom ID 105, Charge -0.051502971678652365
Atom ID 106, Charge -0.014093204531733683
Atom ID 107, Charge -0.03332075798896028
Atom ID 108, Charge 0.03760546302897083
Atom ID 109, Charge 0.03762481454581312
Atom ID 110, Charge 0.2406065297675095
Atom ID 111, Charge 0.019888816851429847
Atom ID 112, Charge 0.020052198895772255
Atom ID 113, Charge 0.019888797742769637
Atom ID 114, Charge 0.0200522265600781
Atom ID 115, Charge 0.019956670157679657
Atom ID 116, Charge 0.019956669868035126
Atom ID 117, Charge 0.01995667467109985
Atom ID 118, Charge 0.019956665309862842
Atom ID 119, Charge 0.020052219291756157
Atom ID 120, Charge 0.01988879699251478
Atom ID 121, Charge 0.02005219387293422
Atom ID 122, Charge 0.019888816212047966
Atom ID 123, Charge 0.04203571134180473
Atom ID 124, Charge 0.04466032888886584
Atom ID 125, Charge 0.04203681266391757
Atom ID 126, Charge 0.04465592827520426
Atom ID 127, Charge 0.0403134488189647
Atom ID 128, Charge 0.04030229817533282
Atom ID 129, Charge 0.040302577186154376
Atom ID 130, Charge 0.04031442580120548
Atom ID 131, Charge 0.044655669785125585
Atom ID 132, Charge 0.042037632705101524
Atom ID 133, Charge 0.04466119622568532
Atom ID 134, Charge 0.04203618075738558
Atom ID 135, Charge 0.07618170477500796
Atom ID 136, Charge 0.06800938556247449
Atom ID 137, Charge 0.07627866586157139
Atom ID 138, Charge 0.06766051647544313
Atom ID 139, Charge 0.17994386614780744
Atom ID 140, Charge 0.17994301441317795
Atom ID 141, Charge 0.17938966090477493
Atom ID 142, Charge 0.17928881992923795
Atom ID 143, Charge 0.17938966949765556
