Atom ID 0, Charge -0.03275003263392762
Atom ID 1, Charge -0.09790358838012558
Atom ID 2, Charge -0.020695145281232286
Atom ID 3, Charge -0.020695247647793735
Atom ID 4, Charge -0.0979128650427592
Atom ID 5, Charge -0.03274998889099834
Atom ID 6, Charge -0.03274999415976687
Atom ID 7, Charge -0.0979035587492918
Atom ID 8, Charge -0.020695249662196602
Atom ID 9, Charge -0.020695153542756195
Atom ID 10, Charge -0.09791290864220592
Atom ID 11, Charge -0.03275003046217595
Atom ID 12, Charge -0.03275810036185245
Atom ID 13, Charge -0.09790602179471186
Atom ID 14, Charge -0.020679036705088194
Atom ID 15, Charge -0.020696423643728146
Atom ID 16, Charge -0.09790600555411277
Atom ID 17, Charge -0.03274107319438091
Atom ID 18, Charge -0.03275809710242328
Atom ID 19, Charge -0.0979060202957438
Atom ID 20, Charge -0.020678913265388843
Atom ID 21, Charge -0.02069641037483727
Atom ID 22, Charge -0.09790602566444573
Atom ID 23, Charge -0.032741014212033015
Atom ID 24, Charge -0.032741010456962094
Atom ID 25, Charge -0.09791291103124333
Atom ID 26, Charge -0.020696416562270947
Atom ID 27, Charge -0.020678908698001486
Atom ID 28, Charge -0.09790357608946909
Atom ID 29, Charge -0.032758093155731416
Atom ID 30, Charge -0.03274107382367397
Atom ID 31, Charge -0.09791286083431672
Atom ID 32, Charge -0.020696423824487553
Atom ID 33, Charge -0.020679035843951254
Atom ID 34, Charge -0.09790357955465812
Atom ID 35, Charge -0.032758104344228656
Atom ID 36, Charge -0.02437333855243562
Atom ID 37, Charge -0.029595949150634127
Atom ID 38, Charge -0.03160226454058446
Atom ID 39, Charge -0.03160284967084781
Atom ID 40, Charge -0.029595898787711405
Atom ID 41, Charge -0.024357013445369446
Atom ID 42, Charge -0.02437342744192339
Atom ID 43, Charge -0.029595892951911118
Atom ID 44, Charge -0.031602211263482616
Atom ID 45, Charge -0.03160295585001638
Atom ID 46, Charge -0.0295959519542901
Atom ID 47, Charge -0.02435707424986866
Atom ID 48, Charge -0.02435707109688856
Atom ID 49, Charge -0.029586581435667725
Atom ID 50, Charge -0.03160295634264365
Atom ID 51, Charge -0.03160220595044194
Atom ID 52, Charge -0.029567213309615425
Atom ID 53, Charge -0.024373428383456464
Atom ID 54, Charge -0.024357008188039764
Atom ID 55, Charge -0.029586576598004122
Atom ID 56, Charge -0.031602834109391686
Atom ID 57, Charge -0.03160226391884624
Atom ID 58, Charge -0.029567203708824152
Atom ID 59, Charge -0.024373342664696374
Atom ID 60, Charge -0.02437349612448969
Atom ID 61, Charge -0.029567205739416735
Atom ID 62, Charge -0.031597777634314816
Atom ID 63, Charge -0.031597898958040105
Atom ID 64, Charge -0.029586575119346925
Atom ID 65, Charge -0.02437344998647184
Atom ID 66, Charge -0.024373465071139577
Atom ID 67, Charge -0.029567204931147728
Atom ID 68, Charge -0.031597912726670785
Atom ID 69, Charge -0.03159777727833202
Atom ID 70, Charge -0.02958657582994384
Atom ID 71, Charge -0.02437348911103765
Atom ID 72, Charge -0.03816828359944591
Atom ID 73, Charge -0.016652814115836634
Atom ID 74, Charge -0.07281369926217263
