Atom ID 0, Charge -0.05423610855811489
Atom ID 1, Charge -0.0850891863705936
Atom ID 2, Charge -0.020767874338898373
Atom ID 3, Charge -0.02076741744635502
Atom ID 4, Charge -0.08638938990143874
Atom ID 5, Charge -0.054236205020150585
Atom ID 6, Charge -0.054236177391397966
Atom ID 7, Charge -0.08508941100717227
Atom ID 8, Charge -0.020767422134809976
Atom ID 9, Charge -0.020767877637481114
Atom ID 10, Charge -0.0863895247032822
Atom ID 11, Charge -0.05423611831800201
Atom ID 12, Charge -0.05439872483363395
Atom ID 13, Charge -0.08679803772662265
Atom ID 14, Charge -0.019771068677720827
Atom ID 15, Charge -0.021903156957696623
Atom ID 16, Charge -0.08679783397767693
Atom ID 17, Charge -0.05425662950541188
Atom ID 18, Charge -0.05439861042259686
Atom ID 19, Charge -0.08679781818879562
Atom ID 20, Charge -0.01977120554960976
Atom ID 21, Charge -0.02190349514523593
Atom ID 22, Charge -0.08679805172411914
Atom ID 23, Charge -0.054256768125600985
Atom ID 24, Charge -0.054256786444830674
Atom ID 25, Charge -0.08638954627449014
Atom ID 26, Charge -0.021903482290213994
Atom ID 27, Charge -0.019771193446588065
Atom ID 28, Charge -0.08508942170774869
Atom ID 29, Charge -0.05439859890164289
Atom ID 30, Charge -0.05425663601177
Atom ID 31, Charge -0.08638941236740383
Atom ID 32, Charge -0.021903160274288958
Atom ID 33, Charge -0.019771075626645818
Atom ID 34, Charge -0.08508919021788763
Atom ID 35, Charge -0.05439872701610238
Atom ID 36, Charge -0.020614055392616848
Atom ID 37, Charge -0.028188787519590974
Atom ID 38, Charge -0.031844231813418666
Atom ID 39, Charge -0.015212391399686886
Atom ID 40, Charge -0.028188959169249017
Atom ID 41, Charge -0.021317727258250763
Atom ID 42, Charge -0.02061367520507229
Atom ID 43, Charge -0.028188973880016732
Atom ID 44, Charge -0.03184526834568313
Atom ID 45, Charge -0.015210193268458738
Atom ID 46, Charge -0.02818877587908908
Atom ID 47, Charge -0.02131779041207338
Atom ID 48, Charge -0.021317816435807657
Atom ID 49, Charge -0.030109327239256523
Atom ID 50, Charge -0.01521020663089434
Atom ID 51, Charge -0.03184525679398931
