Atom ID 0, Charge -0.05399642702636065
Atom ID 1, Charge -0.08526751423273193
Atom ID 2, Charge -0.021253027875824948
Atom ID 3, Charge -0.021252026947699676
Atom ID 4, Charge -0.08624676722153879
Atom ID 5, Charge -0.05399546423731039
Atom ID 6, Charge -0.05399547278100503
Atom ID 7, Charge -0.08526991554389163
Atom ID 8, Charge -0.021251926752942296
Atom ID 9, Charge -0.021252998498906273
Atom ID 10, Charge -0.08625105352906903
Atom ID 11, Charge -0.053996522687577375
Atom ID 12, Charge -0.0540155792735435
Atom ID 13, Charge -0.08658312219249087
Atom ID 14, Charge -0.020133989579483647
Atom ID 15, Charge -0.022448739288411623
Atom ID 16, Charge -0.08658253674385996
Atom ID 17, Charge -0.05394776780594768
Atom ID 18, Charge -0.05401496865626054
Atom ID 19, Charge -0.08658253769974511
Atom ID 20, Charge -0.02013437392732431
Atom ID 21, Charge -0.022449049490057327
Atom ID 22, Charge -0.08658314511915055
Atom ID 23, Charge -0.053946220903869246
Atom ID 24, Charge -0.05394623454415459
Atom ID 25, Charge -0.08625138074963257
Atom ID 26, Charge -0.022449038800941068
Atom ID 27, Charge -0.02013441923664505
Atom ID 28, Charge -0.08526988063389052
Atom ID 29, Charge -0.054014932117015135
Atom ID 30, Charge -0.05394784908254202
Atom ID 31, Charge -0.08624625641478723
Atom ID 32, Charge -0.022448683960191396
Atom ID 33, Charge -0.020133949773883053
Atom ID 34, Charge -0.0852673494090519
Atom ID 35, Charge -0.05401564450350893
Atom ID 36, Charge -0.021285966047453364
Atom ID 37, Charge -0.027927916192211022
Atom ID 38, Charge -0.02814116667523958
Atom ID 39, Charge -0.013036761965572907
Atom ID 40, Charge -0.027927634356998965
Atom ID 41, Charge -0.02216877226741154
Atom ID 42, Charge -0.02128626343910689
Atom ID 43, Charge -0.027927715320990032
Atom ID 44, Charge -0.028141175818552355
Atom ID 45, Charge -0.01303670044688765
Atom ID 46, Charge -0.02792796379533602
Atom ID 47, Charge -0.022168889696033034
Atom ID 48, Charge -0.02216889760070817
Atom ID 49, Charge -0.029965519565154253
