Atom ID 0, Charge -0.0545730663290831
Atom ID 1, Charge -0.08610039769485045
Atom ID 2, Charge -0.02073965766721919
Atom ID 3, Charge -0.020739965992615517
Atom ID 4, Charge -0.08567984977314946
Atom ID 5, Charge -0.05457349925542232
Atom ID 6, Charge -0.05457348245229188
Atom ID 7, Charge -0.08609430613512536
Atom ID 8, Charge -0.02073996118466237
Atom ID 9, Charge -0.020739658501526037
Atom ID 10, Charge -0.08568080996578331
Atom ID 11, Charge -0.054573081695605374
Atom ID 12, Charge -0.053467367450612535
Atom ID 13, Charge -0.08620360755187573
Atom ID 14, Charge -0.019988007878068537
Atom ID 15, Charge -0.022284568291465412
Atom ID 16, Charge -0.0862035172183857
Atom ID 17, Charge -0.05450883829347575
Atom ID 18, Charge -0.05346753273008353
Atom ID 19, Charge -0.08620350401965027
Atom ID 20, Charge -0.019986382568453642
Atom ID 21, Charge -0.022284824178516516
Atom ID 22, Charge -0.08620359060747251
Atom ID 23, Charge -0.054508798225923805
Atom ID 24, Charge -0.05450881483752035
Atom ID 25, Charge -0.0856808168409211
Atom ID 26, Charge -0.022284828359974362
Atom ID 27, Charge -0.019986383885989056
Atom ID 28, Charge -0.08609436152304273
Atom ID 29, Charge -0.05346753587377684
Atom ID 30, Charge -0.05450884654672894
Atom ID 31, Charge -0.08567992013184966
Atom ID 32, Charge -0.02228456365477882
Atom ID 33, Charge -0.01998797553036802
Atom ID 34, Charge -0.08610028803480052
Atom ID 35, Charge -0.053467384618186564
Atom ID 36, Charge -0.02055358576450317
Atom ID 37, Charge -0.028456799775651298
Atom ID 38, Charge -0.025821810745116913
Atom ID 39, Charge -0.015128922279078694
Atom ID 40, Charge -0.02845791899821748
Atom ID 41, Charge -0.021511059358905626
Atom ID 42, Charge -0.02055370239618526
Atom ID 43, Charge -0.028457918988175734
Atom ID 44, Charge -0.02582203584288667
Atom ID 45, Charge -0.015128874086387967
Atom ID 46, Charge -0.028456796650786487
Atom ID 47, Charge -0.021510623467112744
Atom ID 48, Charge -0.02151062128885073
Atom ID 49, Charge -0.030060983504524685
Atom ID 50, Charge -0.015128881509665959
Atom ID 51, Charge -0.025822020091394116
Atom ID 52, Charge -0.030170310811186596
Atom ID 53, Charge -0.02055370317500671
Atom ID 54, Charge -0.021511066292849712
Atom ID 55, Charge -0.03006154318631893
Atom ID 56, Charge -0.01512893146290395
Atom ID 57, Charge -0.025821787430858834
Atom ID 58, Charge -0.030170450408730787
Atom ID 59, Charge -0.02055358647971861
Atom ID 60, Charge -0.02150458534004862
Atom ID 61, Charge -0.030170452721303143
Atom ID 62, Charge -0.028868740384416114
Atom ID 63, Charge -0.028868736108798032
Atom ID 64, Charge -0.03006154085107493
Atom ID 65, Charge -0.021504309757546913
Atom ID 66, Charge -0.02150430667255332
Atom ID 67, Charge -0.030170310177767057
Atom ID 68, Charge -0.028868696538498995
Atom ID 69, Charge -0.028868777518910704
Atom ID 70, Charge -0.030061004886497322
Atom ID 71, Charge -0.021504596563498346
Atom ID 72, Charge -0.03456938740030413
Atom ID 73, Charge 0.003283420995815689
Atom ID 74, Charge -0.039833631091337196
Atom ID 75, Charge -0.03326268684129907
Atom ID 76, Charge -0.013933970176617905
Atom ID 77, Charge -0.03219751151860084
Atom ID 78, Charge -0.03456922001526408
Atom ID 79, Charge 0.0032832771298885177
Atom ID 80, Charge -0.03983343264640027
Atom ID 81, Charge -0.03326178954004799
Atom ID 82, Charge -0.013933936037222594
Atom ID 83, Charge -0.0321973693605786
Atom ID 84, Charge -0.0354057795652265
Atom ID 85, Charge -0.013933922009171873
Atom ID 86, Charge -0.05743254907009465
Atom ID 87, Charge -0.05743238267823969
Atom ID 88, Charge 0.0032832939727951427
Atom ID 89, Charge -0.03540590498329621
Atom ID 90, Charge -0.0354059460036904
Atom ID 91, Charge -0.013933951483413587
Atom ID 92, Charge -0.057432506206269274
Atom ID 93, Charge -0.05743240988794174
Atom ID 94, Charge 0.0032834360109630367
Atom ID 95, Charge -0.035405745412031564
Atom ID 96, Charge -0.03219733105828748
Atom ID 97, Charge -0.012553643527100533
Atom ID 98, Charge -0.033261391540964524
Atom ID 99, Charge -0.039833258298028085
Atom ID 100, Charge -0.012553746088457274
Atom ID 101, Charge -0.03456916573472757
Atom ID 102, Charge -0.032197489765583676
Atom ID 103, Charge -0.012553760183721785
Atom ID 104, Charge -0.03326227400874515
Atom ID 105, Charge -0.039833449157455014
Atom ID 106, Charge -0.012553626500808157
Atom ID 107, Charge -0.034569330804751885
Atom ID 108, Charge 0.04192178055583273
Atom ID 109, Charge 0.042025272728563046
Atom ID 110, Charge 0.23430865389515088
Atom ID 111, Charge 0.030713999890685906
Atom ID 112, Charge 0.030742927844555457
Atom ID 113, Charge 0.030718617430134265
Atom ID 114, Charge 0.030744431096504377
Atom ID 115, Charge 0.03062183785773398
Atom ID 116, Charge 0.03062403298599381
Atom ID 117, Charge 0.030624015828763063
Atom ID 118, Charge 0.030621873997407012
Atom ID 119, Charge 0.03074443074591693
Atom ID 120, Charge 0.030719141661721183
Atom ID 121, Charge 0.03074293728933364
Atom ID 122, Charge 0.030713681173594742
Atom ID 123, Charge 0.050966553554815164
Atom ID 124, Charge 0.05289520954819871
Atom ID 125, Charge 0.05096736574811678
Atom ID 126, Charge 0.052887817650296265
Atom ID 127, Charge 0.05693614410090442
Atom ID 128, Charge 0.056914190299450995
Atom ID 129, Charge 0.05691383872436939
Atom ID 130, Charge 0.05693640042161785
Atom ID 131, Charge 0.052888386125625186
Atom ID 132, Charge 0.050967556494804
Atom ID 133, Charge 0.05289564793834167
Atom ID 134, Charge 0.0509667656970737
Atom ID 135, Charge 0.08001422253755375
Atom ID 136, Charge 0.07030193286932684
Atom ID 137, Charge 0.08012285178047085
Atom ID 138, Charge 0.07033963853821568
Atom ID 139, Charge 0.1762528583457632
Atom ID 140, Charge 0.17245733317698386
Atom ID 141, Charge 0.17573670173334488
Atom ID 142, Charge 0.17206777633482995
Atom ID 143, Charge 0.17573659014190657
Atom ID 144, Charge 0.17206789213449714
Atom ID 145, Charge 0.17482439122790439
Atom ID 146, Charge 0.1742226913096232
Atom ID 147, Charge 0.17482441309250207
Atom ID 148, Charge 0.17422268061965518
Atom ID 149, Charge 0.17386513140935822
Atom ID 150, Charge 0.17376204551658958
Atom ID 151, Charge 0.1786876951181373
Atom ID 152, Charge 0.1787446347895072
Atom ID 153, Charge 0.17497534732448283
Atom ID 154, Charge 0.17868772565549706
Atom ID 155, Charge 0.17874469008985283
Atom ID 156, Charge 0.23252562360530815
Atom ID 157, Charge -0.3154929983386978
Atom ID 158, Charge -0.08072107219811642
Atom ID 159, Charge -0.08101699161803566
