Atom ID 0, Charge -0.05436264775995969
Atom ID 1, Charge -0.08604948819785285
Atom ID 2, Charge -0.020903803829950718
Atom ID 3, Charge -0.020903879678414228
Atom ID 4, Charge -0.08569785807828634
Atom ID 5, Charge -0.054362652495156816
Atom ID 6, Charge -0.05436263841952549
Atom ID 7, Charge -0.08604941178385772
Atom ID 8, Charge -0.020903871856885914
Atom ID 9, Charge -0.02090381006390718
Atom ID 10, Charge -0.08569786155007719
Atom ID 11, Charge -0.05436265387506101
Atom ID 12, Charge -0.05329384988582575
Atom ID 13, Charge -0.08619597730759487
Atom ID 14, Charge -0.020123334235874424
Atom ID 15, Charge -0.022318260117193844
Atom ID 16, Charge -0.08619614020859956
Atom ID 17, Charge -0.054366106939188086
Atom ID 18, Charge -0.05329385983780721
Atom ID 19, Charge -0.08619618661683592
Atom ID 20, Charge -0.02012327771096878
Atom ID 21, Charge -0.022318264873256943
Atom ID 22, Charge -0.08619602750883804
Atom ID 23, Charge -0.054366097146338
Atom ID 24, Charge -0.054366104503579926
Atom ID 25, Charge -0.08569787442721033
Atom ID 26, Charge -0.022318254224638068
Atom ID 27, Charge -0.020123270965743068
Atom ID 28, Charge -0.08604940016554874
Atom ID 29, Charge -0.05329384568149731
Atom ID 30, Charge -0.05436611055122764
Atom ID 31, Charge -0.08569787205955848
Atom ID 32, Charge -0.022318262336162853
Atom ID 33, Charge -0.020123332293976226
Atom ID 34, Charge -0.08604949511905247
Atom ID 35, Charge -0.05329386626544519
Atom ID 36, Charge -0.02066805855084297
Atom ID 37, Charge -0.02845771182157808
Atom ID 38, Charge -0.02476353201880066
Atom ID 39, Charge -0.014539966308853458
Atom ID 40, Charge -0.02845768497228196
Atom ID 41, Charge -0.0216532782498966
Atom ID 42, Charge -0.020668104303121382
Atom ID 43, Charge -0.0284576912808312
Atom ID 44, Charge -0.024763508219825425
Atom ID 45, Charge -0.014540008467235133
Atom ID 46, Charge -0.028457701892611986
Atom ID 47, Charge -0.021653316041437165
Atom ID 48, Charge -0.0216533194784585
Atom ID 49, Charge -0.02997596269389735
Atom ID 50, Charge -0.01454001865742427
Atom ID 51, Charge -0.024763482761525957
Atom ID 52, Charge -0.030112676933196525
Atom ID 53, Charge -0.020668108645597094
Atom ID 54, Charge -0.021653281489300014
Atom ID 55, Charge -0.029976007373923252
Atom ID 56, Charge -0.014539979887678633
Atom ID 57, Charge -0.024763496748836822
Atom ID 58, Charge -0.030112718854100606
Atom ID 59, Charge -0.020668053818202914
Atom ID 60, Charge -0.02182975481870475
Atom ID 61, Charge -0.030112720045847752
Atom ID 62, Charge -0.028026584554184275
Atom ID 63, Charge -0.028026700867930465
Atom ID 64, Charge -0.029976017601496707
Atom ID 65, Charge -0.02182973877691996
Atom ID 66, Charge -0.02182973592889681
Atom ID 67, Charge -0.030112673568646997
Atom ID 68, Charge -0.028026650596374658
Atom ID 69, Charge -0.028026628943710108
Atom ID 70, Charge -0.02997596710581174
Atom ID 71, Charge -0.021829759799790516
Atom ID 72, Charge -0.03312567380335363
Atom ID 73, Charge 0.00365333193055406
Atom ID 74, Charge -0.033104309112541586
Atom ID 75, Charge -0.026016851901715654
Atom ID 76, Charge -0.013313857466785706
Atom ID 77, Charge -0.030440253819004504
Atom ID 78, Charge -0.03312556765053731
Atom ID 79, Charge 0.0036533569699130908
Atom ID 80, Charge -0.033104111270033876
Atom ID 81, Charge -0.026015965438912048
Atom ID 82, Charge -0.0133138421755703
Atom ID 83, Charge -0.03044023479216751
Atom ID 84, Charge -0.03318689108176276
Atom ID 85, Charge -0.013313822428869138
Atom ID 86, Charge -0.05209435874256929
Atom ID 87, Charge -0.052093951722583576
Atom ID 88, Charge 0.0036533673097194352
Atom ID 89, Charge -0.033186939479207034
Atom ID 90, Charge -0.03318695033140351
Atom ID 91, Charge -0.013313830588634445
Atom ID 92, Charge -0.05209409358482464
Atom ID 93, Charge -0.05209417688115092
Atom ID 94, Charge 0.0036533438272980945
Atom ID 95, Charge -0.03318687437595447
Atom ID 96, Charge -0.03044019322299807
Atom ID 97, Charge -0.012132616549361153
Atom ID 98, Charge -0.02601552035576038
Atom ID 99, Charge -0.03310390251604822
Atom ID 100, Charge -0.012132645269701925
Atom ID 101, Charge -0.033125502383478
Atom ID 102, Charge -0.030440207606808656
Atom ID 103, Charge -0.01213266330899998
Atom ID 104, Charge -0.02601638605000467
Atom ID 105, Charge -0.03310409934831959
Atom ID 106, Charge -0.012132601110653063
Atom ID 107, Charge -0.03312560067720405
Atom ID 108, Charge 0.04231629925175806
Atom ID 109, Charge 0.04260792443576111
Atom ID 110, Charge 0.23404154287347723
Atom ID 111, Charge 0.03075101313128681
Atom ID 112, Charge 0.030848298163811516
Atom ID 113, Charge 0.030751013346877465
Atom ID 114, Charge 0.03084836791337564
Atom ID 115, Charge 0.030793366110669962
Atom ID 116, Charge 0.030793480394702755
Atom ID 117, Charge 0.030793502239954362
Atom ID 118, Charge 0.03079339305854667
Atom ID 119, Charge 0.030848377933269666
Atom ID 120, Charge 0.03075102003698793
Atom ID 121, Charge 0.030848284527164593
Atom ID 122, Charge 0.03075100238644457
Atom ID 123, Charge 0.05604593566341842
Atom ID 124, Charge 0.05816500026058857
Atom ID 125, Charge 0.056046562323347704
Atom ID 126, Charge 0.058157797889174856
Atom ID 127, Charge 0.061931355682597
Atom ID 128, Charge 0.06190910781622494
Atom ID 129, Charge 0.06190880971079449
Atom ID 130, Charge 0.061930867405378565
Atom ID 131, Charge 0.05815807975532317
Atom ID 132, Charge 0.05604676461785463
Atom ID 133, Charge 0.058165485043804255
Atom ID 134, Charge 0.0560461124056415
Atom ID 135, Charge 0.0803502248214305
Atom ID 136, Charge 0.07062151677089656
Atom ID 137, Charge 0.08056507080073749
Atom ID 138, Charge 0.07070390161057782
Atom ID 139, Charge 0.1761530968656304
Atom ID 140, Charge 0.17200862450012755
Atom ID 141, Charge 0.17355381930026503
Atom ID 142, Charge 0.17380431828402632
Atom ID 143, Charge 0.17355377211929923
Atom ID 144, Charge 0.17380434675839584
Atom ID 145, Charge 0.17500559156595186
Atom ID 146, Charge 0.17415575672478223
Atom ID 147, Charge 0.17500559027715656
Atom ID 148, Charge 0.17415575702306807
Atom ID 149, Charge 0.17354833767844058
Atom ID 150, Charge 0.17390927124547284
Atom ID 151, Charge 0.18019053454751388
Atom ID 152, Charge 0.1793984805242559
Atom ID 153, Charge 0.17643989221705647
Atom ID 154, Charge 0.18019057935235727
Atom ID 155, Charge 0.17939853483376655
Atom ID 156, Charge 0.24139620520811667
Atom ID 157, Charge -0.3165030062664993
Atom ID 158, Charge -0.08114180835869611
Atom ID 159, Charge -0.08154355121046564
